"回号","抽せん日","等級","当せん口数","当せん金額"
"448","2021-12-03","6等","172637","1100"
"449","2021-12-10","1等","1","591586300"
"449","2021-12-10","2等","3","23462400"
"449","2021-12-10","3等","98","1005500"
"449","2021-12-10","4等","4671","12300"
"449","2021-12-10","5等","83683","1700"
"449","2021-12-10","6等","170223","1000"
"450","2021-12-17","1等","0","0"
"450","2021-12-17","2等","9","6873400"
"450","2021-12-17","3等","96","902100"
"450","2021-12-17","4等","5855","8600"
"450","2021-12-17","5等","91049","1300"
"450","2021-12-17","6等","166103","900"
"451","2021-12-24","1等","1","835216700"
"451","2021-12-24","2等","4","19135200"
"451","2021-12-24","3等","96","1116200"
"451","2021-12-24","4等","6319","9900"
"451","2021-12-24","5等","99065","1500"
"451","2021-12-24","6等","173320","1100"
"452","2022-01-07","1等","3","139643300"
"452","2022-01-07","2等","12","5845400"
"452","2022-01-07","3等","106","926400"
"452","2022-01-07","4等","5256","10900"
"452","2022-01-07","5等","86784","1600"
"452","2022-01-07","6等","157415","1100"
"453","2022-01-14","1等","1","392246900"
"453","2022-01-14","2等","7","9075300"
"453","2022-01-14","3等","92","966700"
"453","2022-01-14","4等","5910","8800"
"453","2022-01-14","5等","84399","1500"
"453","2022-01-14","6等","158899","900"
"454","2022-01-21","1等","2","184610500"
"454","2022-01-21","2等","2","29617300"
"454","2022-01-21","3等","83","999100"
"454","2022-01-21","4等","4926","9800"
"454","2022-01-21","5等","80565","1400"
"454","2022-01-21","6等","135336","1000"
"455","2022-01-28","1等","1","358799300"
"455","2022-01-28","2等","7","8585100"
"455","2022-01-28","3等","120","701100"
"455","2022-01-28","4等","5411","9100"
"455","2022-01-28","5等","84271","1400"
"455","2022-01-28","6等","135713","1100"
"456","2022-02-04","1等","0","0"
"456","2022-02-04","2等","6","9803400"
"456","2022-02-04","3等","123","669400"
"456","2022-02-04","4等","5498","8700"
"456","2022-02-04","5等","84291","1400"
"456","2022-02-04","6等","143919","1000"
"457","2022-02-11","1等","0","0"
"457","2022-02-11","2等","4","16901700"
"457","2022-02-11","3等","156","606700"
"457","2022-02-11","4等","6114","9000"
"457","2022-02-11","5等","92737","1400"
"457","2022-02-11","6等","158458","1000"
"458","2022-02-18","1等","0","0"
"458","2022-02-18","2等","12","6468500"
"458","2022-02-18","3等","117","928800"
"458","2022-02-18","4等","7029","9000"
"458","2022-02-18","5等","109832","1400"
"458","2022-02-18","6等","188961","1000"
"459","2022-02-25","1等","2","876605800"
"459","2022-02-25","2等","10","8363400"
"459","2022-02-25","3等","230","509000"
"459","2022-02-25","4等","8888","7700"
"459","2022-02-25","5等","124348","1300"
"459","2022-02-25","6等","190387","1000"
"460","2022-03-04","1等","2","185574900"
"460","2022-03-04","2等","13","4563200"
"460","2022-03-04","3等","148","561100"
"460","2022-03-04","4等","6069","8000"
"460","2022-03-04","5等","94014","1200"
"460","2022-03-04","6等","167614","800"
"461","2022-03-11","1等","0","0"
"461","2022-03-11","2等","3","19282900"
"461","2022-03-11","3等","83","975700"
"461","2022-03-11","4等","4496","10500"
"461","2022-03-11","5等","74309","1500"
"461","2022-03-11","6等","128410","1100"
"462","2022-03-18","1等","0","0"
"462","2022-03-18","2等","6","11907300"
"462","2022-03-18","3等","133","752000"
"462","2022-03-18","4等","6434","9100"
"462","2022-03-18","5等","103904","1300"
"462","2022-03-18","6等","189153","900"
"463","2022-03-25","1等","1","1000000000"
"463","2022-03-25","2等","8","9731500"
"463","2022-03-25","3等","154","707700"
"463","2022-03-25","4等","7118","8900"
"463","2022-03-25","5等","111334","1400"
"463","2022-03-25","6等","188197","1000"
"464","2022-04-01","1等","0","0"
"464","2022-04-01","2等","8","9548700"
"464","2022-04-01","3等","117","914000"
"464","2022-04-01","4等","5875","10600"
"464","2022-04-01","5等","102330","1500"
"464","2022-04-01","6等","174414","1000"
"465","2022-04-08","1等","2","612005700"
"465","2022-04-08","2等","13","6252400"
"465","2022-04-08","3等","142","801300"
"465","2022-04-08","4等","7444","8900"
"465","2022-04-08","5等","116902","1400"
"465","2022-04-08","6等","204646","900"
"466","2022-04-15","1等","1","371149000"
"466","2022-04-15","2等","8","7481800"
"466","2022-04-15","3等","128","654600"
"466","2022-04-15","4等","5359","9100"
"466","2022-04-15","5等","88609","1300"
"466","2022-04-15","6等","152760","900"
"467","2022-04-22","1等","1","363023100"
"467","2022-04-22","2等","6","9705400"
"467","2022-04-22","3等","179","455400"
"467","2022-04-22","4等","6731","7100"
"467","2022-04-22","5等","99161","1100"
"467","2022-04-22","6等","149425","900"
"468","2022-04-29","1等","0","0"
"468","2022-04-29","2等","5","11266000"
"468","2022-04-29","3等","98","804600"
"468","2022-04-29","4等","4877","9400"
"468","2022-04-29","5等","77645","1400"
"468","2022-04-29","6等","132332","1000"
"469","2022-05-06","1等","1","766258900"
"469","2022-05-06","2等","13","5286800"
"469","2022-05-06","3等","131","734400"
"469","2022-05-06","4等","5855","9600"
"469","2022-05-06","5等","93468","1400"
"469","2022-05-06","6等","165111","1000"
"470","2022-05-13","1等","0","0"
"470","2022-05-13","2等","6","9324200"
"470","2022-05-13","3等","112","699300"
"470","2022-05-13","4等","5344","8500"
"470","2022-05-13","5等","81283","1300"
"470","2022-05-13","6等","120313","1100"
"471","2022-05-20","1等","3","261527700"
"471","2022-05-20","2等","11","6397500"
"471","2022-05-20","3等","187","526800"
"471","2022-05-20","4等","8192","7000"
"471","2022-05-20","5等","121220","1100"
"471","2022-05-20","6等","178602","900"
"472","2022-05-27","1等","0","0"
"472","2022-05-27","2等","14","4049300"
"472","2022-05-27","3等","82","967800"
"472","2022-05-27","4等","4297","10800"
"472","2022-05-27","5等","75806","1500"
"472","2022-05-27","6等","129676","1000"
"473","2022-06-03","1等","0","0"
"473","2022-06-03","2等","11","6335900"
"473","2022-06-03","3等","142","687100"
"473","2022-06-03","4等","5725","9900"
"473","2022-06-03","5等","93098","1500"
"473","2022-06-03","6等","172867","1000"
"474","2022-06-10","1等","0","0"
"474","2022-06-10","2等","12","6815000"
"474","2022-06-10","3等","130","880700"
"474","2022-06-10","4等","6755","9900"
"474","2022-06-10","5等","106983","1500"
"474","2022-06-10","6等","194233","1000"
"475","2022-06-17","1等","0","0"
"475","2022-06-17","2等","5","18160100"
"475","2022-06-17","3等","114","1115000"
"475","2022-06-17","4等","6213","12000"
"475","2022-06-17","5等","107193","1700"
"475","2022-06-17","6等","203328","1100"
"476","2022-06-24","1等","1","1000000000"
"476","2022-06-24","2等","10","9773300"
"476","2022-06-24","3等","244","560700"
"476","2022-06-24","4等","10292","7700"
"476","2022-06-24","5等","152643","1200"
"476","2022-06-24","6等","230108","1000"
"477","2022-07-01","1等","0","0"
"477","2022-07-01","2等","12","7454500"
"477","2022-07-01","3等","157","797600"
"477","2022-07-01","4等","7914","9200"
"477","2022-07-01","5等","120998","1500"
"477","2022-07-01","6等","221337","1000"
"478","2022-07-08","1等","0","0"
"478","2022-07-08","2等","12","7921900"
"478","2022-07-08","3等","156","853100"
"478","2022-07-08","4等","7836","9900"
"478","2022-07-08","5等","130318","1400"
"478","2022-07-08","6等","216219","1000"
"479","2022-07-15","1等","1","1000000000"
"479","2022-07-15","2等","11","8936600"
"479","2022-07-15","3等","219","628400"
"479","2022-07-15","4等","9962","8100"
"479","2022-07-15","5等","149706","1300"
"479","2022-07-15","6等","240651","1000"
"480","2022-07-22","1等","0","0"
"480","2022-07-22","2等","9","10318300"
"480","2022-07-22","3等","155","838700"
"480","2022-07-22","4等","7296","10400"
"480","2022-07-22","5等","119253","1500"
"480","2022-07-22","6等","200243","1100"
"481","2022-07-29","1等","0","0"
"481","2022-07-29","2等","6","16151700"
"481","2022-07-29","3等","118","1149700"
"481","2022-07-29","4等","6897","11500"
"481","2022-07-29","5等","118307","1600"
"481","2022-07-29","6等","216994","1100"
"482","2022-08-05","1等","1","1000000000"
"482","2022-08-05","2等","9","11429800"
"482","2022-08-05","3等","118","1220400"
"482","2022-08-05","4等","7589","11100"
"482","2022-08-05","5等","130819","1500"
"482","2022-08-05","6等","247403","1000"
"483","2022-08-13","1等","1","1000000000"
"483","2022-08-13","2等","8","11551300"
"483","2022-08-13","3等","129","1002800"
"483","2022-08-13","4等","6841","11000"
"483","2022-08-13","5等","111896","1600"
"483","2022-08-13","6等","190202","1200"
"484","2022-08-19","1等","2","1000000000"
"484","2022-08-19","2等","13","7291500"
"484","2022-08-19","3等","229","579400"
"484","2022-08-19","4等","9708","8000"
"484","2022-08-19","5等","143522","1300"
"484","2022-08-19","6等","233469","1000"
"485","2022-08-26","1等","0","0"
"485","2022-08-26","2等","21","4232800"
"485","2022-08-26","3等","154","808000"
"485","2022-08-26","4等","7126","10200"
"485","2022-08-26","5等","113588","1500"
"485","2022-08-26","6等","231428","900"
"486","2022-09-02","1等","2","1000000000"
"486","2022-09-02","2等","13","7019100"
"486","2022-09-02","3等","243","525700"
"486","2022-09-02","4等","10476","7100"
"486","2022-09-02","5等","153072","1200"
"486","2022-09-02","6等","226244","1000"
"487","2022-09-09","1等","1","552858100"
"487","2022-09-09","2等","12","6097800"
"487","2022-09-09","3等","154","665200"
"487","2022-09-09","4等","7044","8500"
"487","2022-09-09","5等","104051","1400"
"487","2022-09-09","6等","168573","1000"
"488","2022-09-16","1等","1","383488500"
"488","2022-09-16","2等","4","15564800"
"488","2022-09-16","3等","75","1162100"
"488","2022-09-16","4等","4222","12100"
"488","2022-09-16","5等","70925","1700"
"488","2022-09-16","6等","131335","1100"
"489","2022-09-23","1等","1","354131100"
"489","2022-09-23","2等","12","4843000"
"489","2022-09-23","3等","109","746400"
"489","2022-09-23","4等","5679","8400"
"489","2022-09-23","5等","86726","1300"
"489","2022-09-23","6等","153879","900"
"490","2022-09-30","1等","0","0"
"490","2022-09-30","2等","4","14892600"
"490","2022-09-30","3等","95","877800"
"490","2022-09-30","4等","4529","10800"
"490","2022-09-30","5等","73211","1600"
"490","2022-09-30","6等","139579","1000"
"491","2022-10-07","1等","1","773648000"
"491","2022-10-07","2等","5","13627400"
"491","2022-10-07","3等","122","781800"
"491","2022-10-07","4等","5856","9500"
"491","2022-10-07","5等","88701","1500"
"491","2022-10-07","6等","151919","1100"
"492","2022-10-14","1等","1","366686800"
"492","2022-10-14","2等","9","6535600"
"492","2022-10-14","3等","161","511400"
"492","2022-10-14","4等","6354","7600"
"492","2022-10-14","5等","92253","1200"
"492","2022-10-14","6等","150333","900"
"493","2022-10-21","1等","0","0"
"493","2022-10-21","2等","6","9748200"
"493","2022-10-21","3等","79","1036500"
"493","2022-10-21","4等","4497","10600"
"493","2022-10-21","5等","75308","1500"
"493","2022-10-21","6等","134491","1000"
"494","2022-10-28","1等","2","395981700"
"494","2022-10-28","2等","12","5907500"
"494","2022-10-28","3等","114","870500"
"494","2022-10-28","4等","6941","8300"
"494","2022-10-28","5等","102791","1300"
"494","2022-10-28","6等","175537","1000"
"495","2022-11-04","1等","0","0"
"495","2022-11-04","2等","8","7412400"
"495","2022-11-04","3等","91","912200"
"495","2022-11-04","4等","4588","10600"
"495","2022-11-04","5等","72963","1600"
"495","2022-11-04","6等","124363","1100"
"496","2022-11-11","1等","2","405019800"
"496","2022-11-11","2等","11","6668400"
"496","2022-11-11","3等","167","614900"
"496","2022-11-11","4等","7528","8000"
"496","2022-11-11","5等","109915","1300"
"496","2022-11-11","6等","175299","1000"
"497","2022-11-18","1等","0","0"
"497","2022-11-18","2等","5","11694000"
"497","2022-11-18","3等","66","1240200"
"497","2022-11-18","4等","3980","12000"
"497","2022-11-18","5等","69262","1700"
"497","2022-11-18","6等","125092","1100"
"498","2022-11-25","1等","0","0"
"498","2022-11-25","2等","10","7047300"
"498","2022-11-25","3等","129","764800"
"498","2022-11-25","4等","6769","8500"
"498","2022-11-25","5等","99491","1400"
"498","2022-11-25","6等","176414","900"
"499","2022-12-02","1等","0","0"
"499","2022-12-02","2等","16","4829400"
"499","2022-12-02","3等","221","489400"
"499","2022-12-02","4等","8096","7800"
"499","2022-12-02","5等","111022","1400"
"499","2022-12-02","6等","181916","1000"
"500","2022-12-09","1等","0","0"
"500","2022-12-09","2等","15","5579300"
"500","2022-12-09","3等","152","770800"
"500","2022-12-09","4等","6824","10000"
"500","2022-12-09","5等","110163","1500"
"500","2022-12-09","6等","190311","1000"
"501","2022-12-16","1等","1","1000000000"
"501","2022-12-16","2等","6","15919600"
"501","2022-12-16","3等","218","613400"
"501","2022-12-16","4等","9286","8400"
"501","2022-12-16","5等","141492","1300"
"501","2022-12-16","6等","215790","1100"
"502","2022-12-23","1等","0","0"
"502","2022-12-23","2等","3","30444100"
"502","2022-12-23","3等","150","852400"
"502","2022-12-23","4等","7626","9800"
"502","2022-12-23","5等","119205","1500"
"502","2022-12-23","6等","208484","1000"
"503","2022-12-30","1等","0","0"
"503","2022-12-30","2等","18","5592500"
"503","2022-12-30","3等","208","677500"
"503","2022-12-30","4等","10395","7900"
"503","2022-12-30","5等","161047","1200"
"503","2022-12-30","6等","257833","900"
"504","2023-01-06","1等","1","1000000000"
"504","2023-01-06","2等","13","7371600"
"504","2023-01-06","3等","217","618200"
"504","2023-01-06","4等","11701","6700"
"504","2023-01-06","5等","141326","1300"
"504","2023-01-06","6等","258873","900"
"505","2023-01-13","1等","0","0"
"505","2023-01-13","2等","12","8258600"
"505","2023-01-13","3等","275","504500"
"505","2023-01-13","4等","11204","7200"
"505","2023-01-13","5等","154200","1300"
"505","2023-01-13","6等","245688","1000"
"506","2023-01-20","1等","2","1000000000"
"506","2023-01-20","2等","12","8445600"
"506","2023-01-20","3等","222","639100"
"506","2023-01-20","4等","10164","8100"
"506","2023-01-20","5等","147222","1300"
"506","2023-01-20","6等","246924","1000"
"507","2023-01-27","1等","1","1000000000"
"507","2023-01-27","2等","7","12331700"
"507","2023-01-27","3等","138","875700"
"507","2023-01-27","4等","6430","11000"
"507","2023-01-27","5等","108277","1600"
"507","2023-01-27","6等","184832","1100"
"508","2023-02-03","1等","1","1000000000"
"508","2023-02-03","2等","7","11909300"
"508","2023-02-03","3等","179","652000"
"508","2023-02-03","4等","8638","7900"
"508","2023-02-03","5等","121633","1300"
"508","2023-02-03","6等","192948","1000"
"509","2023-02-10","1等","0","0"
"509","2023-02-10","2等","3","23900300"
"509","2023-02-10","3等","105","955900"
"509","2023-02-10","4等","5911","9900"
"509","2023-02-10","5等","92429","1500"
"509","2023-02-10","6等","146055","1200"
"510","2023-02-17","1等","0","0"
"510","2023-02-17","2等","9","8723400"
"510","2023-02-17","3等","200","549500"
"510","2023-02-17","4等","8931","7200"
"510","2023-02-17","5等","123907","1200"
"510","2023-02-17","6等","202126","900"
"511","2023-02-24","1等","0","0"
"511","2023-02-24","2等","7","11814000"
"511","2023-02-24","3等","129","897400"
"511","2023-02-24","4等","6226","10900"
"511","2023-02-24","5等","103546","1600"
"511","2023-02-24","6等","184705","1100"
"512","2023-03-03","1等","1","1000000000"
"512","2023-03-03","2等","12","7355400"
"512","2023-03-03","3等","131","943200"
"512","2023-03-03","4等","7212","10000"
"512","2023-03-03","5等","123047","1400"
"512","2023-03-03","6等","219819","1000"
"513","2023-03-10","1等","0","0"
"513","2023-03-10","2等","11","7467800"
"513","2023-03-10","3等","138","833300"
"513","2023-03-10","4等","7276","9200"
"513","2023-03-10","5等","108546","1500"
"513","2023-03-10","6等","170255","1200"
"514","2023-03-17","1等","1","1000000000"
"514","2023-03-17","2等","9","9414800"
"514","2023-03-17","3等","184","644600"
"514","2023-03-17","4等","8052","8600"
"514","2023-03-17","5等","114858","1400"
"514","2023-03-17","6等","208867","1000"
"515","2023-03-24","1等","0","0"
"515","2023-03-24","2等","15","5921900"
"515","2023-03-24","3等","141","881900"
"515","2023-03-24","4等","8542","8500"
"515","2023-03-24","5等","129985","1300"
"515","2023-03-24","6等","241648","900"
"516","2023-03-31","1等","2","1000000000"
"516","2023-03-31","2等","10","8722600"
"516","2023-03-31","3等","136","897900"
"516","2023-03-31","4等","8037","8900"
"516","2023-03-31","5等","128293","1300"
"516","2023-03-31","6等","215501","1000"
"517","2023-04-07","1等","0","0"
"517","2023-04-07","2等","8","9170800"
"517","2023-04-07","3等","147","698700"
"517","2023-04-07","4等","6834","8800"
"517","2023-04-07","5等","101882","1400"
"517","2023-04-07","6等","180354","1000"
"518","2023-04-14","1等","1","1000000000"
"518","2023-04-14","2等","9","8971200"
"518","2023-04-14","3等","260","434700"
"518","2023-04-14","4等","9685","6800"
"518","2023-04-14","5等","133741","1200"
"518","2023-04-14","6等","210513","900"
"519","2023-04-21","1等","0","0"
"519","2023-04-21","2等","13","5643900"
"519","2023-04-21","3等","122","841900"
"519","2023-04-21","4等","6866","8700"
"519","2023-04-21","5等","103914","1400"
"519","2023-04-21","6等","164126","1100"
"520","2023-04-28","1等","1","1000000000"
"520","2023-04-28","2等","22","3698400"
"520","2023-04-28","3等","165","690300"
"520","2023-04-28","4等","7403","9000"
"520","2023-04-28","5等","112026","1400"
"520","2023-04-28","6等","202352","1000"
"521","2023-05-05","1等","1","638520100"
"521","2023-05-05","2等","8","8456400"
"521","2023-05-05","3等","135","701500"
"521","2023-05-05","4等","5258","10500"
"521","2023-05-05","5等","80122","1700"
"521","2023-05-05","6等","147891","1100"
"522","2023-05-12","1等","0","0"
"522","2023-05-12","2等","10","6067800"
"522","2023-05-12","3等","127","668800"
"522","2023-05-12","4等","5525","9000"
"522","2023-05-12","5等","83782","1400"
"522","2023-05-12","6等","134880","1100"
"523","2023-05-19","1等","0","0"
"523","2023-05-19","2等","6","11262000"
"523","2023-05-19","3等","127","744800"
"523","2023-05-19","4等","6025","9200"
"523","2023-05-19","5等","94864","1400"
"523","2023-05-19","6等","145968","1100"
"524","2023-05-26","1等","1","1000000000"
"524","2023-05-26","2等","11","6798900"
"524","2023-05-26","3等","140","747800"
"524","2023-05-26","4等","7028","8700"
"524","2023-05-26","5等","106455","1400"
"524","2023-05-26","6等","187891","900"
"525","2023-06-02","1等","0","0"
"525","2023-06-02","2等","7","9544900"
"525","2023-06-02","3等","94","995000"
"525","2023-06-02","4等","5118","10700"
"525","2023-06-02","5等","85778","1500"
"525","2023-06-02","6等","154759","1000"
"526","2023-06-09","1等","0","0"
"526","2023-06-09","2等","10","7403300"
"526","2023-06-09","3等","115","901200"
"526","2023-06-09","4等","5873","10300"
"526","2023-06-09","5等","96844","1500"
"526","2023-06-09","6等","164817","1100"
"527","2023-06-16","1等","0","0"
"527","2023-06-16","2等","20","3983900"
"527","2023-06-16","3等","188","593300"
"527","2023-06-16","4等","7580","8600"
"527","2023-06-16","5等","116209","1300"
"527","2023-06-16","6等","205886","900"
"528","2023-06-23","1等","1","1000000000"
"528","2023-06-23","2等","12","7076600"
"528","2023-06-23","3等","147","808700"
"528","2023-06-23","4等","6753","10300"
"528","2023-06-23","5等","113489","1500"
"528","2023-06-23","6等","202552","1000"
"529","2023-06-30","1等","0","0"
"529","2023-06-30","2等","6","13577000"
"529","2023-06-30","3等","195","584800"
"529","2023-06-30","4等","8405","7900"
"529","2023-06-30","5等","124745","1300"
"529","2023-06-30","6等","194268","1000"
"530","2023-07-07","1等","2","1000000000"
"530","2023-07-07","2等","9","9457200"
"530","2023-07-07","3等","114","1046300"
"530","2023-07-07","4等","6398","10900"
"530","2023-07-07","5等","105288","1600"
"530","2023-07-07","6等","193759","1000"
"531","2023-07-14","1等","0","0"
"531","2023-07-14","2等","15","4506500"
"531","2023-07-14","3等","188","503300"
"531","2023-07-14","4等","7243","7600"
"531","2023-07-14","5等","102958","1300"
"531","2023-07-14","6等","180894","900"
"532","2023-07-21","1等","3","321126500"
"532","2023-07-21","2等","10","7103000"
"532","2023-07-21","3等","154","645700"
"532","2023-07-21","4等","7151","8100"
"532","2023-07-21","5等","103172","1300"
"532","2023-07-21","6等","170061","1000"
"533","2023-07-28","1等","0","0"
"533","2023-07-28","2等","7","8311900"
"533","2023-07-28","3等","126","646400"
"533","2023-07-28","4等","5849","8100"
"533","2023-07-28","5等","87880","1300"
"533","2023-07-28","6等","138522","1000"
"534","2023-08-04","1等","0","0"
"534","2023-08-04","2等","20","3650500"
"534","2023-08-04","3等","94","1087300"
"534","2023-08-04","4等","5334","11200"
"534","2023-08-04","5等","87257","1600"
"534","2023-08-04","6等","159883","1100"
"535","2023-08-11","1等","0","0"
"535","2023-08-11","2等","12","6008000"
"535","2023-08-11","3等","145","696000"
"535","2023-08-11","4等","6372","9200"
"535","2023-08-11","5等","101038","1400"
"535","2023-08-11","6等","186976","900"
"536","2023-08-18","1等","1","1000000000"
"536","2023-08-18","2等","14","5789500"
"536","2023-08-18","3等","263","431400"
"536","2023-08-18","4等","7787","8500"
"536","2023-08-18","5等","118669","1300"
"536","2023-08-18","6等","196925","1000"
"537","2023-08-25","1等","2","591245200"
"537","2023-08-25","2等","10","7528900"
"537","2023-08-25","3等","118","893200"
"537","2023-08-25","4等","5834","10500"
"537","2023-08-25","5等","101012","1500"
"537","2023-08-25","6等","184920","1000"
"538","2023-09-01","1等","0","0"
"538","2023-09-01","2等","14","4363900"
"538","2023-09-01","3等","137","624300"
"538","2023-09-01","4等","6204","8000"
"538","2023-09-01","5等","91770","1300"
"538","2023-09-01","6等","152580","1000"
"539","2023-09-08","1等","0","0"
"539","2023-09-08","2等","11","6340000"
"539","2023-09-08","3等","130","751000"
"539","2023-09-08","4等","6110","9300"
"539","2023-09-08","5等","95689","1400"
"539","2023-09-08","6等","169636","1000"
"540","2023-09-15","1等","1","1000000000"
"540","2023-09-15","2等","8","9351500"
"540","2023-09-15","3等","208","503500"
"540","2023-09-15","4等","8111","7500"
"540","2023-09-15","5等","118372","1200"
"540","2023-09-15","6等","191843","900"
"541","2023-09-22","1等","3","214363900"
"541","2023-09-22","2等","5","13141400"
"541","2023-09-22","3等","118","779500"
"541","2023-09-22","4等","5478","9800"
"541","2023-09-22","5等","87354","1500"
"541","2023-09-22","6等","149062","1100"
"542","2023-09-29","1等","0","0"
"542","2023-09-29","2等","6","9690100"
"542","2023-09-29","3等","57","1427900"
"542","2023-09-29","4等","3951","12000"
"542","2023-09-29","5等","71166","1600"
"542","2023-09-29","6等","136784","1000"
"543","2023-10-06","1等","0","0"
"543","2023-10-06","2等","6","11490200"
"543","2023-10-06","3等","128","754000"
"543","2023-10-06","4等","6228","9000"
"543","2023-10-06","5等","96296","1400"
"543","2023-10-06","6等","160064","1000"
"544","2023-10-13","1等","0","0"
"544","2023-10-13","2等","10","7362700"
"544","2023-10-13","3等","127","811600"
"544","2023-10-13","4等","6507","9200"
"544","2023-10-13","5等","101005","1400"
"544","2023-10-13","6等","178633","1000"
"545","2023-10-20","1等","0","0"
"545","2023-10-20","2等","14","5862500"
"545","2023-10-20","3等","162","709200"
"545","2023-10-20","4等","7548","8900"
"545","2023-10-20","5等","115393","1400"
"545","2023-10-20","6等","192578","1000"
"546","2023-10-27","1等","1","1000000000"
"546","2023-10-27","2等","24","3629800"
"546","2023-10-27","3等","216","564600"
"546","2023-10-27","4等","9142","7800"
"546","2023-10-27","5等","130819","1300"
"546","2023-10-27","6等","230481","900"
"547","2023-11-03","1等","2","875502100"
"547","2023-11-03","2等","20","3981200"
"547","2023-11-03","3等","145","768700"
"547","2023-11-03","4等","8399","7700"
"547","2023-11-03","5等","124447","1200"
"547","2023-11-03","6等","208190","900"
"548","2023-11-10","1等","0","0"
"548","2023-11-10","2等","2","30060800"
"548","2023-11-10","3等","85","990200"
"548","2023-11-10","4等","4195","11700"
"548","2023-11-10","5等","74141","1600"
"548","2023-11-10","6等","123770","1200"
"549","2023-11-17","1等","1","780388600"
"549","2023-11-17","2等","7","9876200"
"549","2023-11-17","3等","81","1194800"
"549","2023-11-17","4等","4913","11500"
"549","2023-11-17","5等","83442","1600"
"549","2023-11-17","6等","150753","1100"
"550","2023-11-24","1等","1","355939600"
"550","2023-11-24","2等","6","9698900"
"550","2023-11-24","3等","107","761300"
"550","2023-11-24","4等","5318","8900"
"550","2023-11-24","5等","85450","1300"
"550","2023-11-24","6等","139581","1000"
"551","2023-12-01","1等","1","360740200"
"551","2023-12-01","2等","14","4153100"
"551","2023-12-01","3等","98","830600"
"551","2023-12-01","4等","4376","10900"
"551","2023-12-01","5等","74056","1500"
"551","2023-12-01","6等","133852","1000"
"552","2023-12-08","1等","1","366833400"
"552","2023-12-08","2等","6","9987700"
"552","2023-12-08","3等","91","921900"
"552","2023-12-08","4等","5089","9600"
"552","2023-12-08","5等","84631","1400"
"552","2023-12-08","6等","139227","1000"
"553","2023-12-15","1等","0","0"
"553","2023-12-15","2等","6","9757600"
"553","2023-12-15","3等","110","745100"
"553","2023-12-15","4等","4101","11700"
"553","2023-12-15","5等","68147","1700"
"553","2023-12-15","6等","137167","1000"
"554","2023-12-22","1等","1","792744800"
"554","2023-12-22","2等","12","6025600"
"554","2023-12-22","3等","191","529900"
"554","2023-12-22","4等","7069","8400"
"554","2023-12-22","5等","103729","1400"
"554","2023-12-22","6等","172086","1000"
"555","2023-12-29","1等","0","0"
"555","2023-12-29","2等","8","7828000"
"555","2023-12-29","3等","108","811700"
"555","2023-12-29","4等","5749","8900"
"555","2023-12-29","5等","87701","1400"
"555","2023-12-29","6等","152455","1000"
"556","2024-01-05","1等","0","0"
"556","2024-01-05","2等","4","14527600"
"556","2024-01-05","3等","84","968400"
"556","2024-01-05","4等","4436","10700"
"556","2024-01-05","5等","72365","1600"
"556","2024-01-05","6等","122241","1100"
"557","2024-01-12","1等","1","1000000000"
"557","2024-01-12","2等","14","5228100"
"557","2024-01-12","3等","146","701800"
"557","2024-01-12","4等","6976","8600"
"557","2024-01-12","5等","110129","1300"
"557","2024-01-12","6等","180274","1000"
"558","2024-01-19","1等","0","0"
"558","2024-01-19","2等","7","9408900"
"558","2024-01-19","3等","86","1072100"
"558","2024-01-19","4等","4835","11100"
"558","2024-01-19","5等","80066","1600"
"558","2024-01-19","6等","138145","1100"
"559","2024-01-26","1等","0","0"
"559","2024-01-26","2等","13","5473800"
"559","2024-01-26","3等","134","743400"
"559","2024-01-26","4等","6251","9300"
"559","2024-01-26","5等","100486","1400"
"559","2024-01-26","6等","162847","1000"
"560","2024-02-02","1等","0","0"
"560","2024-02-02","2等","8","10266300"
"560","2024-02-02","3等","148","776800"
"560","2024-02-02","4等","6031","11100"
"560","2024-02-02","5等","98805","1600"
"560","2024-02-02","6等","166341","1200"
"561","2024-02-09","1等","1","1000000000"
"561","2024-02-09","2等","8","10820000"
"561","2024-02-09","3等","127","954100"
"561","2024-02-09","4等","6394","11100"
"561","2024-02-09","5等","108253","1600"
"561","2024-02-09","6等","188802","1100"
"562","2024-02-16","1等","0","0"
"562","2024-02-16","2等","11","7384100"
"562","2024-02-16","3等","120","947600"
"562","2024-02-16","4等","5777","11500"
"562","2024-02-16","5等","98816","1600"
"562","2024-02-16","6等","180288","1100"
"563","2024-02-23","1等","0","0"
"563","2024-02-23","2等","8","10311600"
"563","2024-02-23","3等","159","726300"
"563","2024-02-23","4等","6606","10200"
"563","2024-02-23","5等","105711","1500"
"563","2024-02-23","6等","186298","1100"
"564","2024-03-01","1等","1","1000000000"
"564","2024-03-01","2等","24","3852600"
"564","2024-03-01","3等","210","616400"
"564","2024-03-01","4等","9438","8000"
"564","2024-03-01","5等","145843","1200"
"564","2024-03-01","6等","233839","900"
"565","2024-03-08","1等","2","1000000000"
"565","2024-03-08","2等","35","2424200"
"565","2024-03-08","3等","211","562900"
"565","2024-03-08","4等","9469","7300"
"565","2024-03-08","5等","130014","1300"
"565","2024-03-08","6等","207730","1000"
"566","2024-03-15","1等","1","537618600"
"566","2024-03-15","2等","8","8900300"
"566","2024-03-15","3等","154","647200"
"566","2024-03-15","4等","6517","8900"
"566","2024-03-15","5等","96769","1400"
"566","2024-03-15","6等","195295","900"
