"回号","抽せん日","等級","当せん口数","当せん金額"
"1","2013-04-05","1等","1","301716500"
"1","2013-04-05","2等","24","4144600"
"1","2013-04-05","3等","168","828900"
"1","2013-04-05","4等","8254","9800"
"1","2013-04-05","5等","115022","1700"
"1","2013-04-05","6等","189593","900"
"2","2013-04-12","1等","0","0"
"2","2013-04-12","2等","3","27968500"
"2","2013-04-12","3等","63","1864500"
"2","2013-04-12","4等","3631","18900"
"2","2013-04-12","5等","67155","2500"
"2","2013-04-12","6等","122990","1200"
"3","2013-04-19","1等","0","0"
"3","2013-04-19","2等","15","8717200"
"3","2013-04-19","3等","218","839700"
"3","2013-04-19","4等","9957","10700"
"3","2013-04-19","5等","147796","1700"
"3","2013-04-19","6等","252702","900"
"4","2013-04-26","1等","0","0"
"4","2013-04-26","2等","6","22730100"
"4","2013-04-26","3等","132","1446400"
"4","2013-04-26","4等","7217","15500"
"4","2013-04-26","5等","127060","2100"
"4","2013-04-26","6等","217162","1100"
"5","2013-05-03","1等","0","0"
"5","2013-05-03","2等","13","11525600"
"5","2013-05-03","3等","217","966600"
"5","2013-05-03","4等","10451","11700"
"5","2013-05-03","5等","163965","1800"
"5","2013-05-03","6等","239669","1100"
"6","2013-05-10","1等","0","0"
"6","2013-05-10","2等","13","12174300"
"6","2013-05-10","3等","166","1334700"
"6","2013-05-10","4等","9111","14200"
"6","2013-05-10","5等","158890","2000"
"6","2013-05-10","6等","271441","1000"
"7","2013-05-17","1等","3","800000000"
"7","2013-05-17","2等","18","8835900"
"7","2013-05-17","3等","209","1065300"
"7","2013-05-17","4等","10300","12600"
"7","2013-05-17","5等","164712","1900"
"7","2013-05-17","6等","287966","1000"
"8","2013-05-24","1等","0","0"
"8","2013-05-24","2等","4","28966000"
"8","2013-05-24","3等","98","1655100"
"8","2013-05-24","4等","5628","16900"
"8","2013-05-24","5等","98454","2300"
"8","2013-05-24","6等","201752","1000"
"9","2013-05-31","1等","2","380111200"
"9","2013-05-31","2等","4","30883600"
"9","2013-05-31","3等","201","860400"
"9","2013-05-31","4等","8281","12200"
"9","2013-05-31","5等","129548","1900"
"9","2013-05-31","6等","213199","1000"
"10","2013-06-07","1等","0","0"
"10","2013-06-07","2等","4","26389000"
"10","2013-06-07","3等","147","1005200"
"10","2013-06-07","4等","6861","12600"
"10","2013-06-07","5等","113261","1800"
"10","2013-06-07","6等","166137","1100"
"11","2013-06-14","1等","1","707670400"
"11","2013-06-14","2等","6","20977400"
"11","2013-06-14","3等","138","1276800"
"11","2013-06-14","4等","6700","15400"
"11","2013-06-14","5等","112138","2200"
"11","2013-06-14","6等","211430","1000"
"12","2013-06-21","1等","1","296535200"
"12","2013-06-21","2等","9","11274500"
"12","2013-06-21","3等","198","717400"
"12","2013-06-21","4等","7888","10500"
"12","2013-06-21","5等","111522","1800"
"12","2013-06-21","6等","167040","1100"
"13","2013-06-28","1等","0","0"
"13","2013-06-28","2等","8","12556800"
"13","2013-06-28","3等","116","1212300"
"13","2013-06-28","4等","6420","12800"
"13","2013-06-28","5等","102857","1900"
"13","2013-06-28","6等","180788","1000"
"14","2013-07-05","1等","2","316971200"
"14","2013-07-05","2等","16","7259000"
"14","2013-07-05","3等","206","789300"
"14","2013-07-05","4等","9151","10400"
"14","2013-07-05","5等","138034","1700"
"14","2013-07-05","6等","208315","1000"
"15","2013-07-12","1等","2","139246400"
"15","2013-07-12","2等","10","9268900"
"15","2013-07-12","3等","112","1158600"
"15","2013-07-12","4等","5732","13200"
"15","2013-07-12","5等","92282","2000"
"15","2013-07-12","6等","176674","900"
"16","2013-07-19","1等","1","259314500"
"16","2013-07-19","2等","4","21862000"
"16","2013-07-19","3等","105","1165900"
"16","2013-07-19","4等","4943","14500"
"16","2013-07-19","5等","83727","2100"
"16","2013-07-19","6等","151462","1000"
"17","2013-07-26","1等","0","0"
"17","2013-07-26","2等","4","20977700"
"17","2013-07-26","3等","90","1305200"
"17","2013-07-26","4等","4666","14700"
"17","2013-07-26","5等","77221","2200"
"17","2013-07-26","6等","169662","800"
"18","2013-08-02","1等","4","138991400"
"18","2013-08-02","2等","6","16682100"
"18","2013-08-02","3等","217","645700"
"18","2013-08-02","4等","6847","1200"
"18","2013-08-02","5等","97855","2000"
"18","2013-08-02","6等","147556","1200"
"19","2013-08-09","1等","0","0"
"19","2013-08-09","2等","4","19848700"
"19","2013-08-09","3等","76","1462500"
"19","2013-08-09","4等","3806","17100"
"19","2013-08-09","5等","64380","2500"
"19","2013-08-09","6等","114009","1200"
"20","2013-08-16","1等","0","0"
"20","2013-08-16","2等","7","14478600"
"20","2013-08-16","3等","127","1117200"
"20","2013-08-16","4等","8054","10300"
"20","2013-08-16","5等","106761","1900"
"20","2013-08-16","6等","175616","1000"
"21","2013-08-23","1等","1","800000000"
"21","2013-08-23","2等","10","12244200"
"21","2013-08-23","3等","132","1298600"
"21","2013-08-23","4等","6801","14700"
"21","2013-08-23","5等","112769","2200"
"21","2013-08-23","6等","194579","1100"
"22","2013-08-30","1等","0","0"
"22","2013-08-30","2等","14","7236900"
"22","2013-08-30","3等","164","864800"
"22","2013-08-30","4等","7789","10600"
"22","2013-08-30","5等","117980","1700"
"22","2013-08-30","6等","203297","900"
"23","2013-09-06","1等","1","746478700"
"23","2013-09-06","2等","12","9581100"
"23","2013-09-06","3等","166","969600"
"23","2013-09-06","4等","8013","11700"
"23","2013-09-06","5等","124341","1800"
"23","2013-09-06","6等","193931","1000"
"24","2013-09-13","1等","0","0"
"24","2013-09-13","2等","6","14535600"
"24","2013-09-13","3等","120","1017400"
"24","2013-09-13","4等","5270","13500"
"24","2013-09-13","5等","86619","2000"
"24","2013-09-13","6等","154752","1000"
"25","2013-09-20","1等","2","288220500"
"25","2013-09-20","2等","4","25836500"
"25","2013-09-20","3等","102","1418400"
"25","2013-09-20","4等","5581","15200"
"25","2013-09-20","5等","91372","2200"
"25","2013-09-20","6等","173039","1000"
"26","2013-09-27","1等","0","0"
"26","2013-09-27","2等","3","27534000"
"26","2013-09-27","3等","68","1700600"
"26","2013-09-27","4等","4092","16500"
"26","2013-09-27","5等","69621","2400"
"26","2013-09-27","6等","131086","1100"
"27","2013-10-04","1等","0","0"
"27","2013-10-04","2等","7","14134500"
"27","2013-10-04","3等","130","1065500"
"27","2013-10-04","4等","5972","13600"
"27","2013-10-04","5等","97788","2000"
"27","2013-10-04","6等","176737","1000"
"28","2013-10-11","1等","1","800000000"
"28","2013-10-11","2等","8","14005000"
"28","2013-10-11","3等","173","906600"
"28","2013-10-11","4等","8428","10900"
"28","2013-10-11","5等","117449","1900"
"28","2013-10-11","6等","181526","1100"
"29","2013-10-18","1等","0","0"
"29","2013-10-18","2等","8","12465300"
"29","2013-10-18","3等","118","1183100"
"29","2013-10-18","4等","6600","12400"
"29","2013-10-18","5等","109583","1800"
"29","2013-10-18","6等","183727","900"
"30","2013-10-25","1等","0","0"
"30","2013-10-25","2等","10","11720500"
"30","2013-10-25","3等","115","1426800"
"30","2013-10-25","4等","6578","14600"
"30","2013-10-25","5等","109416","2100"
"30","2013-10-25","6等","187753","1100"
"31","2013-11-01","1等","1","800000000"
"31","2013-11-01","2等","10","13498600"
"31","2013-11-01","3等","161","1173700"
"31","2013-11-01","4等","8364","13200"
"31","2013-11-01","5等","133958","2000"
"31","2013-11-01","6等","205732","1100"
"32","2013-11-08","1等","3","225745200"
"32","2013-11-08","2等","9","12679800"
"32","2013-11-08","3等","176","907700"
"32","2013-11-08","4等","8081","11500"
"32","2013-11-08","5等","125046","1800"
"32","2013-11-08","6等","194399","1000"
"33","2013-11-15","1等","0","0"
"33","2013-11-15","2等","6","14839800"
"33","2013-11-15","3等","127","981500"
"33","2013-11-15","4等","5830","12500"
"33","2013-11-15","5等","87193","2000"
"33","2013-11-15","6等","142603","1100"
"34","2013-11-22","1等","0","0"
"34","2013-11-22","2等","9","11700500"
"34","2013-11-22","3等","147","1002800"
"34","2013-11-22","4等","6976","12300"
"34","2013-11-22","5等","108906","1900"
"34","2013-11-22","6等","197576","900"
"35","2013-11-29","1等","0","0"
"35","2013-11-29","2等","2","57126000"
"35","2013-11-29","3等","88","1817600"
"35","2013-11-29","4等","6079","15400"
"35","2013-11-29","5等","103961","2200"
"35","2013-11-29","6等","170370","1200"
"36","2013-12-06","1等","1","800000000"
"36","2013-12-06","2等","10","12705800"
"36","2013-12-06","3等","200","889300"
"36","2013-12-06","4等","9252","11200"
"36","2013-12-06","5等","142419","1800"
"36","2013-12-06","6等","223589","1000"
"37","2013-12-13","1等","1","800000000"
"37","2013-12-13","2等","8","13943800"
"37","2013-12-13","3等","125","1249300"
"37","2013-12-13","4等","6741","13500"
"37","2013-12-13","5等","113597","1900"
"37","2013-12-13","6等","193752","1000"
"38","2013-12-20","1等","1","323677300"
"38","2013-12-20","2等","19","5241700"
"38","2013-12-20","3等","670","208100"
"38","2013-12-20","4等","6320","12900"
"38","2013-12-20","5等","89901","2200"
"38","2013-12-20","6等","163891","1100"
"39","2013-12-27","1等","1","279333700"
"39","2013-12-27","2等","9","10369500"
"39","2013-12-27","3等","104","1256200"
"39","2013-12-27","4等","5865","13000"
"39","2013-12-27","5等","94790","1900"
"39","2013-12-27","6等","166850","1000"
"40","2014-01-10","1等","1","281251400"
"40","2014-01-10","2等","8","11663700"
"40","2014-01-10","3等","136","960500"
"40","2014-01-10","4等","6276","12200"
"40","2014-01-10","5等","97091","1900"
"40","2014-01-10","6等","160108","1000"
"41","2014-01-17","1等","0","0"
"41","2014-01-17","2等","18","4576600"
"41","2014-01-17","3等","114","1011600"
"41","2014-01-17","4等","5690","11800"
"41","2014-01-17","5等","85743","1900"
"41","2014-01-17","6等","163995","900"
"42","2014-01-24","1等","1","564832800"
"42","2014-01-24","2等","9","11822000"
"42","2014-01-24","3等","152","979900"
"42","2014-01-24","4等","6789","12800"
"42","2014-01-24","5等","106318","2000"
"42","2014-01-24","6等","198943","900"
"43","2014-01-31","1等","0","0"
"43","2014-01-31","2等","7","12336300"
"43","2014-01-31","3等","131","922800"
"43","2014-01-31","4等","6190","11400"
"43","2014-01-31","5等","99278","1700"
"43","2014-01-31","6等","174501","900"
"44","2014-02-07","1等","0","0"
"44","2014-02-07","2等","26","4030700"
"44","2014-02-07","3等","285","514700"
"44","2014-02-07","4等","10327","8300"
"44","2014-02-07","5等","128463","1600"
"44","2014-02-07","6等","201888","900"
"45","2014-02-14","1等","0","0"
"45","2014-02-14","2等","9","12406400"
"45","2014-02-14","3等","163","959000"
"45","2014-02-14","4等","7190","12700"
"45","2014-02-14","5等","109093","2000"
"45","2014-02-14","6等","182578","1100"
"46","2014-02-21","1等","1","800000000"
"46","2014-02-21","2等","21","6075000"
"46","2014-02-21","3等","279","640100"
"46","2014-02-21","4等","11944","8700"
"46","2014-02-21","5等","166273","1500"
"46","2014-02-21","6等","269340","800"
"47","2014-02-28","1等","2","411638000"
"47","2014-02-28","2等","10","11192600"
"47","2014-02-28","3等","127","1233800"
"47","2014-02-28","4等","6304","14500"
"47","2014-02-28","5等","100950","2200"
"47","2014-02-28","6等","179186","1100"
"48","2014-03-07","1等","1","240970300"
"48","2014-03-07","2等","6","13821600"
"48","2014-03-07","3等","96","1209300"
"48","2014-03-07","4等","4568","14900"
"48","2014-03-07","5等","78659","2100"
"48","2014-03-07","6等","150052","1000"
"49","2014-03-14","1等","1","237579900"
"49","2014-03-14","2等","9","8854400"
"49","2014-03-14","3等","142","785600"
"49","2014-03-14","4等","5956","10900"
"49","2014-03-14","5等","91203","1700"
"49","2014-03-14","6等","129398","1100"
"50","2014-03-21","1等","2","112997700"
"50","2014-03-21","2等","13","5740400"
"50","2014-03-21","3等","193","541300"
"50","2014-03-21","4等","8096","7500"
"50","2014-03-21","5等","108710","1300"
"50","2014-03-21","6等","167151","800"
"51","2014-03-28","1等","0","0"
"51","2014-03-28","2等","7","11055400"
"51","2014-03-28","3等","85","1274600"
"51","2014-03-28","4等","5048","12500"
"51","2014-03-28","5等","79109","1900"
"51","2014-03-28","6等","140349","1000"
"52","2014-04-04","1等","0","0"
"52","2014-04-04","2等","7","13429000"
"52","2014-04-04","3等","78","1687200"
"52","2014-04-04","4等","4588","16800"
"52","2014-04-04","5等","80076","2300"
"52","2014-04-04","6等","157564","1000"
"53","2014-04-11","1等","2","424722700"
"53","2014-04-11","2等","11","10154700"
"53","2014-04-11","3等","105","1489300"
"53","2014-04-11","4等","5567","16400"
"53","2014-04-11","5等","94976","2300"
"53","2014-04-11","6等","166040","1200"
"54","2014-04-18","1等","0","0"
"54","2014-04-18","2等","12","6757100"
"54","2014-04-18","3等","156","727600"
"54","2014-04-18","4等","6012","11000"
"54","2014-04-18","5等","89428","1800"
"54","2014-04-18","6等","160144","900"
"55","2014-04-25","1等","1","536627600"
"55","2014-04-25","2等","5","20250200"
"55","2014-04-25","3等","132","173800"
"55","2014-04-25","4等","6629","12500"
"55","2014-04-25","5等","102151","2000"
"55","2014-04-25","6等","161412","1100"
"56","2014-05-02","1等","0","0"
"56","2014-05-02","2等","5","16071900"
"56","2014-05-02","3等","69","1630400"
"56","2014-05-02","4等","4476","14700"
"56","2014-05-02","5等","77069","2100"
"56","2014-05-02","6等","125240","1100"
"57","2014-05-09","1等","0","0"
"57","2014-05-09","2等","14","6948300"
"57","2014-05-09","3等","130","1047500"
"57","2014-05-09","4等","5981","13300"
"57","2014-05-09","5等","99333","1900"
"57","2014-05-09","6等","167658","1000"
"58","2014-05-16","1等","1","800000000"
"58","2014-05-16","2等","5","22002600"
"58","2014-05-16","3等","176","875000"
"58","2014-05-16","4等","7390","12200"
"58","2014-05-16","5等","115904","1900"
"58","2014-05-16","6等","204160","900"
"59","2014-05-23","1等","0","0"
"59","2014-05-23","2等","10","8769400"
"59","2014-05-23","3等","134","916100"
"59","2014-05-23","4等","6036","11900"
"59","2014-05-23","5等","90778","1900"
"59","2014-05-23","6等","152530","1000"
"60","2014-05-30","1等","1","636917600"
"60","2014-05-30","2等","10","9951000"
"60","2014-05-30","3等","203","686200"
"60","2014-05-30","4等","9309","8700"
"60","2014-05-30","5等","131989","1500"
"60","2014-05-30","6等","207951","800"
"61","2014-06-06","1等","1","231978000"
"61","2014-06-06","2等","5","15005200"
"61","2014-06-06","3等","110","954800"
"61","2014-06-06","4等","4819","12700"
"61","2014-06-06","5等","73709","2000"
"61","2014-06-06","6等","124174","1000"
"62","2014-06-13","1等","0","0"
"62","2014-06-13","2等","6","12590700"
"62","2014-06-13","3等","115","919600"
"62","2014-06-13","4等","5329","11600"
"62","2014-06-13","5等","82357","1800"
"62","2014-06-13","6等","137777","900"
"63","2014-06-20","1等","1","524339700"
"63","2014-06-20","2等","15","6457200"
"63","2014-06-20","3等","180","753300"
"63","2014-06-20","4等","7737","10200"
"63","2014-06-20","5等","107083","1800"
"63","2014-06-20","6等","167728","1000"
"64","2014-06-27","1等","0","0"
"64","2014-06-27","2等","2","38773400"
"64","2014-06-27","3等","71","1529000"
"64","2014-06-27","4等","4186","15200"
"64","2014-06-27","5等","72498","2100"
"64","2014-06-27","6等","110154","1200"
"65","2014-07-04","1等","0","0"
"65","2014-07-04","2等","13","7294900"
"65","2014-07-04","3等","184","721500"
"65","2014-07-04","4等","8698","8900"
"65","2014-07-04","5等","127318","1500"
"65","2014-07-04","6等","189206","900"
"66","2014-07-11","1等","0","0"
"66","2014-07-11","2等","3","35602400"
"66","2014-07-11","3等","104","1437700"
"66","2014-07-11","4等","5619","15600"
"66","2014-07-11","5等","99107","2100"
"66","2014-07-11","6等","172089","1100"
"67","2014-07-18","1等","0","0"
"67","2014-07-18","2等","13","9336100"
"67","2014-07-18","3等","166","1023500"
"67","2014-07-18","4等","7610","13000"
"67","2014-07-18","5等","121393","2000"
"67","2014-07-18","6等","220199","1000"
"68","2014-07-25","1等","1","800000000"
"68","2014-07-25","2等","25","5519400"
"68","2014-07-25","3等","210","919800"
"68","2014-07-25","4等","10354","10900"
"68","2014-07-25","5等","152027","1800"
"68","2014-07-25","6等","281508","800"
"69","2014-08-01","1等","1","800000000"
"69","2014-08-01","2等","9","13107500"
"69","2014-08-01","3等","118","1399600"
"69","2014-08-01","4等","5961","16200"
"69","2014-08-01","5等","99657","2400"
"69","2014-08-01","6等","179019","1100"
"70","2014-08-08","1等","3","222116800"
"70","2014-08-08","2等","15","6723700"
"70","2014-08-08","3等","163","866200"
"70","2014-08-08","4等","7266","11400"
"70","2014-08-08","5等","102768","1900"
"70","2014-08-08","6等","178645","1000"
"71","2014-08-15","1等","0","0"
"71","2014-08-15","2等","2","37959300"
"71","2014-08-15","3等","61","1742300"
"71","2014-08-15","4等","3423","18200"
"71","2014-08-15","5等","61037","2500"
"71","2014-08-15","6等","118919","1100"
"72","2014-08-22","1等","5","103896700"
"72","2014-08-22","2等","35","2815300"
"72","2014-08-22","3等","120","1149500"
"72","2014-08-22","4等","5236","15400"
"72","2014-08-22","5等","84053","2300"
"72","2014-08-22","6等","145081","1200"
"73","2014-08-29","1等","0","0"
"73","2014-08-29","2等","9","8881600"
"73","2014-08-29","3等","96","1165600"
"73","2014-08-29","4等","4888","13400"
"73","2014-08-29","5等","79551","2000"
"73","2014-08-29","6等","137375","1000"
"74","2014-09-05","1等","0","0"
"74","2014-09-05","2等","9","10902000"
"74","2014-09-05","3等","115","1194400"
"74","2014-09-05","4等","6063","13200"
"74","2014-09-05","5等","100706","1900"
"74","2014-09-05","6等","168688","1000"
"75","2014-09-12","1等","2","434459600"
"75","2014-09-12","2等","9","12033700"
"75","2014-09-12","3等","107","1417000"
"75","2014-09-12","4等","5858","15100"
"75","2014-09-12","5等","102544","2100"
"75","2014-09-12","6等","164397","1100"
"76","2014-09-19","1等","1","241111000"
"76","2014-09-19","2等","5","15503500"
"76","2014-09-19","3等","131","828400"
"76","2014-09-19","4等","4941","12800"
"76","2014-09-19","5等","76086","2000"
"76","2014-09-19","6等","141102","900"
"77","2014-09-26","1等","0","0"
"77","2014-09-26","2等","8","9431900"
"77","2014-09-26","3等","99","1067000"
"77","2014-09-26","4等","4833","12600"
"77","2014-09-26","5等","79505","1900"
"77","2014-09-26","6等","134731","1000"
"78","2014-10-03","1等","2","245019800"
"78","2014-10-03","2等","8","11188900"
"78","2014-10-03","3等","134","935100"
"78","2014-10-03","4等","6232","11700"
"78","2014-10-03","5等","93845","1900"
"78","2014-10-03","6等","153240","1000"
"79","2014-10-10","1等","0","0"
"79","2014-10-10","2等","8","9076100"
"79","2014-10-10","3等","83","1224700"
"79","2014-10-10","4等","4630","12800"
"79","2014-10-10","5等","76764","1900"
"79","2014-10-10","6等","127730","1000"
"80","2014-10-17","1等","0","0"
"80","2014-10-17","2等","6","15082300"
"80","2014-10-17","3等","161","786800"
"80","2014-10-17","4等","6067","12200"
"80","2014-10-17","5等","91076","2000"
"80","2014-10-17","6等","142350","1100"
"81","2014-10-24","1等","0","0"
"81","2014-10-24","2等","10","10885100"
"81","2014-10-24","3等","117","1302400"
"81","2014-10-24","4等","6097","14600"
"81","2014-10-24","5等","101530","2100"
"81","2014-10-24","6等","176500","1100"
"82","2014-10-31","1等","0","0"
"82","2014-10-31","2等","10","13060900"
"82","2014-10-31","3等","117","1562800"
"82","2014-10-31","4等","6744","15900"
"82","2014-10-31","5等","116324","2200"
"82","2014-10-31","6等","191383","1200"
"83","2014-11-07","1等","0","0"
"83","2014-11-07","2等","11","13156900"
"83","2014-11-07","3等","118","1717000"
"83","2014-11-07","4等","7047","16800"
"83","2014-11-07","5等","123990","2300"
"83","2014-11-07","6等","218185","1200"
"84","2014-11-14","1等","0","0"
"84","2014-11-14","2等","23","6770600"
"84","2014-11-14","3等","236","923700"
"84","2014-11-14","4等","12518","10200"
"84","2014-11-14","5等","180209","1700"
"84","2014-11-14","6等","291170","900"
"85","2014-11-21","1等","1","800000000"
"85","2014-11-21","2等","22","7538600"
"85","2014-11-21","3等","242","959400"
"85","2014-11-21","4等","10771","12600"
"85","2014-11-21","5等","170753","1900"
"85","2014-11-21","6等","306651","900"
"86","2014-11-28","1等","1","800000000"
"86","2014-11-28","2等","16","8694200"
"86","2014-11-28","3等","153","1272800"
"86","2014-11-28","4等","7353","15500"
"86","2014-11-28","5等","120914","2300"
"86","2014-11-28","6等","205807","1200"
"87","2014-12-05","1等","0","0"
"87","2014-12-05","2等","13","9776900"
"87","2014-12-05","3等","138","1289400"
"87","2014-12-05","4等","7821","13300"
"87","2014-12-05","5等","127559","2000"
"87","2014-12-05","6等","223589","1000"
"88","2014-12-12","1等","0","0"
"88","2014-12-12","2等","11","12013600"
"88","2014-12-12","3等","177","1045200"
"88","2014-12-12","4等","8800","12300"
"88","2014-12-12","5等","136071","1900"
"88","2014-12-12","6等","235427","1000"
"89","2014-12-19","1等","0","0"
"89","2014-12-19","2等","12","11582900"
"89","2014-12-19","3等","159","1223800"
"89","2014-12-19","4等","8388","13600"
"89","2014-12-19","5等","138336","2000"
"89","2014-12-19","6等","224541","1100"
"90","2014-12-26","1等","1","800000000"
"90","2014-12-26","2等","15","10036600"
"90","2014-12-26","3等","153","1377500"
"90","2014-12-26","4等","8377","14700"
"90","2014-12-26","5等","142874","2100"
"90","2014-12-26","6等","267154","1000"
"91","2015-01-09","1等","0","0"
"91","2015-01-09","2等","18","8186000"
"91","2015-01-09","3等","315","654800"
"91","2015-01-09","4等","11332","10600"
"91","2015-01-09","5等","162096","1800"
"91","2015-01-09","6等","260376","1000"
"92","2015-01-16","1等","1","800000000"
"92","2015-01-16","2等","9","15195400"
"92","2015-01-16","3等","162","1181800"
"92","2015-01-16","4等","7853","14300"
"92","2015-01-16","5等","133466","2000"
"92","2015-01-16","6等","245160","1000"
"93","2015-01-23","1等","2","800000000"
"93","2015-01-23","2等","10","12969400"
"93","2015-01-23","3等","139","1306200"
"93","2015-01-23","4等","7146","14900"
"93","2015-01-23","5等","117498","2200"
"93","2015-01-23","6等","196034","1200"
"94","2015-01-30","1等","2","705794000"
"94","2015-01-30","2等","8","15220500"
"94","2015-01-30","3等","120","1420500"
"94","2015-01-30","4等","6192","16100"
"94","2015-01-30","5等","104231","2300"
"94","2015-01-30","6等","181697","1200"
"95","2015-02-06","1等","0","0"
"95","2015-02-06","2等","5","18009000"
"95","2015-02-06","3等","89","1416400"
"95","2015-02-06","4等","4775","15400"
"95","2015-02-06","5等","79565","2200"
"95","2015-02-06","6等","146366","1100"
"96","2015-02-13","1等","0","0"
"96","2015-02-13","2等","15","6898400"
"96","2015-02-13","3等","130","1114300"
"96","2015-02-13","4等","6426","13200"
"96","2015-02-13","5等","103877","2000"
"96","2015-02-13","6等","180889","1000"
"97","2015-02-20","1等","1","800000000"
"97","2015-02-20","2等","16","6932900"
"97","2015-02-20","3等","129","1203800"
"97","2015-02-20","4等","6927","13100"
"97","2015-02-20","5等","111308","2000"
"97","2015-02-20","6等","178510","1100"
"98","2015-02-27","1等","0","0"
"98","2015-02-27","2等","18","5366700"
"98","2015-02-27","3等","189","715500"
"98","2015-02-27","4等","7746","10200"
"98","2015-02-27","5等","109792","1700"
"98","2015-02-27","6等","172961","1000"
"99","2015-03-06","1等","1","699064600"
"99","2015-03-06","2等","11","9328000"
"99","2015-03-06","3等","131","1096500"
"99","2015-03-06","4等","6826","12300"
"99","2015-03-06","5等","105445","1900"
"99","2015-03-06","6等","176597","1000"
"100","2015-03-13","1等","0","0"
"100","2015-03-13","2等","6","14043600"
"100","2015-03-13","3等","76","1552100"
"100","2015-03-13","4等","4479","15400"
"100","2015-03-13","5等","78016","2100"
"100","2015-03-13","6等","152645","1000"
"101","2015-03-20","1等","0","0"
"101","2015-03-20","2等","9","10648500"
"101","2015-03-20","3等","147","912700"
"101","2015-03-20","4等","5973","13100"
"101","2015-03-20","5等","97792","1900"
"101","2015-03-20","6等","177936","900"
"102","2015-03-27","1等","3","295337700"
"102","2015-03-27","2等","14","7795200"
"102","2015-03-27","3等","155","985700"
"102","2015-03-27","4等","7215","12400"
"102","2015-03-27","5等","117503","1800"
"102","2015-03-27","6等","200661","900"
"103","2015-04-03","1等","0","0"
"103","2015-04-03","2等","3","27272900"
"103","2015-04-03","3等","134","854800"
"103","2015-04-03","4等","5989","11200"
"103","2015-04-03","5等","91551","1800"
"103","2015-04-03","6等","133012","1100"
"104","2015-04-10","1等","1","523951100"
"104","2015-04-10","2等","7","13662100"
"104","2015-04-10","3等","129","1037800"
"104","2015-04-10","4等","6241","12500"
"104","2015-04-10","5等","98767","1900"
"104","2015-04-10","6等","168004","1000"
"105","2015-04-17","1等","1","248384000"
"105","2015-04-17","2等","12","6977900"
"105","2015-04-17","3等","116","1010500"
"105","2015-04-17","4等","5412","12700"
"105","2015-04-17","5等","85105","1900"
"105","2015-04-17","6等","137748","1100"
"106","2015-04-24","1等","0","0"
"106","2015-04-24","2等","10","8217800"
"106","2015-04-24","3等","105","1095600"
"106","2015-04-24","4等","4888","13800"
"106","2015-04-24","5等","78353","2100"
"106","2015-04-24","6等","144248","1000"
"107","2015-05-01","1等","0","0"
"107","2015-05-01","2等","15","6523000"
"107","2015-05-01","3等","165","830100"
"107","2015-05-01","4等","7623","10500"
"107","2015-05-01","5等","112363","1700"
"107","2015-05-01","6等","182521","900"
"108","2015-05-08","1等","0","0"
"108","2015-05-08","2等","15","6899600"
"108","2015-05-08","3等","164","883400"
"108","2015-05-08","4等","7155","11800"
"108","2015-05-08","5等","111653","1800"
"108","2015-05-08","6等","180825","1000"
"109","2015-05-15","1等","0","0"
"109","2015-05-15","2等","7","16296700"
"109","2015-05-15","3等","116","1376700"
"109","2015-05-15","4等","5373","17400"
"109","2015-05-15","5等","90074","2500"
"109","2015-05-15","6等","168077","1200"
"110","2015-05-22","1等","0","0"
"110","2015-05-22","2等","5","24076400"
"110","2015-05-22","3等","97","1737400"
"110","2015-05-22","4等","5982","16500"
"110","2015-05-22","5等","107601","2200"
"110","2015-05-22","6等","193433","1100"
"111","2015-05-29","1等","1","800000000"
"111","2015-05-29","2等","20","6520500"
"111","2015-05-29","3等","462","395100"
"111","2015-05-29","4等","9785","10900"
"111","2015-05-29","5等","141811","1800"
"111","2015-05-29","6等","216444","1000"
"112","2015-06-05","1等","0","0"
"112","2015-06-05","2等","11","10423500"
"112","2015-06-05","3等","185","867600"
"112","2015-06-05","4等","7596","12300"
"112","2015-06-05","5等","124932","1800"
"112","2015-06-05","6等","200050","1000"
"113","2015-06-12","1等","0","0"
"113","2015-06-12","2等","5","24776900"
"113","2015-06-12","3等","143","1212800"
"113","2015-06-12","4等","8092","12500"
"113","2015-06-12","5等","131713","1900"
"113","2015-06-12","6等","197180","1000"
"114","2015-06-19","1等","1","800000000"
"114","2015-06-19","2等","13","10381400"
"114","2015-06-19","3等","176","1073500"
"114","2015-06-19","4等","9938","11100"
"114","2015-06-19","5等","149653","1800"
"114","2015-06-19","6等","269436","900"
"115","2015-06-26","1等","1","800000000"
"115","2015-06-26","2等","12","10371300"
"115","2015-06-26","3等","208","837600"
"115","2015-06-26","4等","8562","11900"
"115","2015-06-26","5等","132365","1900"
"115","2015-06-26","6等","223347","1000"
"116","2015-07-03","1等","1","800000000"
"116","2015-07-03","2等","7","16907200"
"116","2015-07-03","3等","159","1042000"
"116","2015-07-03","4等","8032","12100"
"116","2015-07-03","5等","121251","1900"
"116","2015-07-03","6等","196929","1000"
"117","2015-07-10","1等","0","0"
"117","2015-07-10","2等","4","27178600"
"117","2015-07-10","3等","99","1537300"
"117","2015-07-10","4等","5050","17600"
"117","2015-07-10","5等","87904","2500"
"117","2015-07-10","6等","165536","1100"
"118","2015-07-17","1等","0","0"
"118","2015-07-17","2等","9","11925600"
"118","2015-07-17","3等","213","705400"
"118","2015-07-17","4等","11376","7700"
"118","2015-07-17","5等","140813","1500"
"118","2015-07-17","6等","198944","900"
