"回号","抽せん日","販売実績額","キャリーオーバー","1等口数","1等当せん金額"
"2001","2025-05-22","","755578703","1","600000000"
"2002","2025-05-26","","1059361065","0","0"
"2003","2025-05-29","","0","5","272022200"
"2004","2025-06-02","","237113181","0","0"
"2005","2025-06-05","","480117370","0","0"
"2006","2025-06-09","","0","2","366756500"
"2007","2025-06-12","","2290785","1","200000000"
"2008","2025-06-16","","0","1","212980400"
"2009","2025-06-19","","0","2","110607700"
"2010","2025-06-23","","228495598","0","0"
"2011","2025-06-26","","0","1","482082100"
"2012","2025-06-30","","50715673","1","200000000"
"2013","2025-07-03","","0","2","144542500"
"2014","2025-07-07","","18491184","1","200000000"
"2015","2025-07-10","","0","4","55995600"
"2016","2025-07-14","","229213996","0","0"
"2017","2025-07-17","","0","3","148608000"
"2018","2025-07-21","","0","2","102179200"
"2019","2025-07-24","","0","2","109854100"
"2020","2025-07-28","","222163139","0","0"
"2021","2025-07-31","","473732119","0","0"
"2022","2025-08-04","","0","2","370901400"
"2023","2025-08-07","","25586133","1","2000000000"
"2024","2025-08-11","","0","2","130661400"
"2025","2025-08-14","","208136262","0","0"
"2026","2025-08-18","","0","6","71626100"
"2027","2025-08-21","","1142580","1","200000000"
"2028","2025-08-25","","216271318","0","0"
"2029","2025-08-28","","81535997","1","488049000"
"2030","2025-09-01","","324569514","0","0"
"2031","2025-09-04","","0","3","194184800"
"2032","2025-09-08","","23188375","1","200000000"
"2033","2025-09-11","","0","3","85086700"
"2034","2025-09-15","","0","2","106154000"
"2035","2025-09-18","","196961791","0","0"
"2036","2025-09-22","","0","1","454612800"
"2037","2025-09-25","","195374667","0","0"
"2038","2025-09-29","","0","1","468137300"
"2039","2025-10-02","","215395177","0","0"
"2040","2025-10-06","","0","1","474998900"
"2041","2025-10-09","","209502018","0","0"
"2042","2025-10-13","","0","1","470308700"
"2043","2025-10-16","","223699102","0","0"
"2044","2025-10-20","","484403623","0","0"
"2045","2025-10-23","","0","3","239377600"
"2046","2025-10-27","","0","3","65800600"
"2047","2025-10-30","","210723088","0","0"
"2048","2025-11-03","","468334806","0","0"
"2049","2025-11-06","","753434862","0","0"
"2050","2025-11-10","","1053519923","0","0"
"2051","2025-11-13","","176502270","2","600000000"
"2052","2025-11-17","","437181358","0","0"
"2053","2025-11-20","","724468616","0","0"
"2054","2025-11-24","","429996617","1","600000000"
"2055","2025-11-27","","693711520","0","0"
"2056","2025-12-01","","386535047","1","600000000"
"2057","2025-12-04","","0","3","217303700"
"2058","2025-12-08","","0","2","115587500"
"2059","2025-12-11","","0","2","110548300"
"2060","2025-12-15","","43279462","1","200000000"
"2061","2025-12-18","","0","1","276436400"
"2062","2025-12-22","","48674501","1","200000000"
"2063","2025-12-25","","313298859","0","0"
"2064","2025-12-29","","5920512","1","600000000"
"2065","2026-01-05","","259218384","0","0"
"2066","2026-01-08","","0","1","542887200"
"2067","2026-01-12","","221877669","0","0"
"2068","2026-01-15","","484491749","0","0"
"2069","2026-01-19","","0","9","86819200"
"2070","2026-01-22","","21907185","1","200000000"
"2071","2026-01-26","","273871384","0","0"
"2072","2026-01-29","","538049454","0","0"
"2073","2026-02-02","","826984918","0","0"
"2074","2026-02-05","","0","4","281563500"
"2075","2026-02-09","","222215112","0","0"
"2076","2026-02-12","","0","5","94842000"
"2077","2026-02-16","","238876055","0","0"
"2078","2026-02-19","","0","1","495292100"
"2079","2026-02-23","","207185202","0","0"
"2080","2026-02-26","","0","1","455170700"
"2081","2026-03-02","","247024989","0","0"
"2082","2026-03-05","","0","2","266807600"
"2083","2026-03-09","","210243220","0","0"
"2084","2026-03-12","","462516068","0","0"
"2085","2026-03-16","","131403738","1","600000000"
"2086","2026-03-19","","377168743","0","0"
"2087","2026-03-23","","31193795","1","600000000"
"2088","2026-03-26","","0","3","85315200"
"2089","2026-03-30","","236800230","0","0"
"2090","2026-04-02","","0","1","449917100"
"2091","2026-04-06","","227840393","0","0"
"2092","2026-04-09","","480712171","0","0"
"2093","2026-04-13","","751519994","0","0"
"2094","2026-04-16","","0","5","200321600"
"2095","2026-04-20","","242447428","0","0"
"2096","2026-04-23","","493922051","0","0"
"2097","2026-04-27","","785838686","0","0"
"2098","2026-04-30","","0","2","536215400"
"2099","2026-05-04","","245719871","0","0"
"2100","2026-05-07","","0","5","100644600"
"2101","2026-05-11","","0","2","119417600"
"2102","2026-05-14","","23538243","1","200000000"
"2103","2026-05-18","","0","2","121423400"
"2104","2026-05-21","","15845051","1","200000000"
"2105","2026-05-25","","267091381","0","0"
"2106","2026-05-28","","0","2","261492400"
"2107","2026-06-01","","33399525","1","200000000"
"2108","2026-06-04","","0","3","83434500"
"2109","2026-06-08","","17268406","1","200000000"
"2110","2026-06-11","","0","2","124941200"
"2111","2026-06-15","","207517626","0","0"
"2112","2026-06-18","","455366461","0","0"
"2113","2026-06-22","","744495484","0","0"
"2114","2026-06-25","","0","2","525897600"
"2115","2026-06-29","","228591918","0","0"
"2116","2026-07-02","","0","1","485666100"
"2117","2026-07-06","","230386799","0","0"
"2118","2026-07-09","","482140962","0","0"
"2119","2026-07-13","","177434948","1","600000000"
"2120","2026-07-16","","418643783","0","0"
"2121","2026-07-20","","78463295","1","600000000"
"2122","2026-07-23","","311395743","0","0"
"2123","2026-07-27","","0","2","293335100"
"2124","2026-07-30","","219914692","0","0"
"2125","2026-08-03","","489963936","0","0"
