"回号","抽せん日","等級","当せん口数","当せん金額"
"142","2003-07-03","2等","17","16138700"
"142","2003-07-03","3等","500","658400"
"142","2003-07-03","4等","27188","10600"
"142","2003-07-03","5等","451878","1000"
"143","2003-07-10","1等","2","149820700"
"143","2003-07-10","2等","6","44945800"
"143","2003-07-10","3等","600","539300"
"143","2003-07-10","4等","29506","9600"
"143","2003-07-10","5等","478252","1000"
"144","2003-07-17","1等","0","0"
"144","2003-07-17","2等","9","31585700"
"144","2003-07-17","3等","447","763100"
"144","2003-07-17","4等","23126","13000"
"144","2003-07-17","5等","391656","1000"
"145","2003-07-24","1等","2","360495400"
"145","2003-07-24","2等","19","19190200"
"145","2003-07-24","3等","633","691200"
"145","2003-07-24","4等","34171","11200"
"145","2003-07-24","5等","581494","1000"
"146","2003-07-31","1等","21","13944100"
"146","2003-07-31","2等","31","8501300"
"146","2003-07-31","3等","2362","133800"
"146","2003-07-31","4等","46090","6000"
"146","2003-07-31","5等","495006","1000"
"147","2003-08-07","1等","1","200000000"
"147","2003-08-07","2等","34","7556300"
"147","2003-08-07","3等","520","592800"
"147","2003-08-07","4等","27180","10000"
"147","2003-08-07","5等","411783","1000"
"148","2003-08-14","1等","3","119125300"
"148","2003-08-14","2等","21","11653300"
"148","2003-08-14","3等","630","466100"
"148","2003-08-14","4等","32245","8000"
"148","2003-08-14","5等","453402","1000"
"149","2003-08-21","1等","3","95559500"
"149","2003-08-21","2等","14","18429100"
"149","2003-08-21","3等","556","556800"
"149","2003-08-21","4等","26944","10100"
"149","2003-08-21","5等","450544","1000"
"150","2003-08-28","1等","2","149826700"
"150","2003-08-28","2等","12","22473800"
"150","2003-08-28","3等","451","717500"
"150","2003-08-28","4等","24350","11700"
"150","2003-08-28","5等","411786","1000"
"151","2003-09-04","1等","7","39224600"
"151","2003-09-04","2等","12","20592700"
"151","2003-09-04","3等","960","308800"
"151","2003-09-04","4等","36809","7100"
"151","2003-09-04","5等","506863","1000"
"152","2003-09-11","1等","5","55085200"
"152","2003-09-11","2等","15","16525400"
"152","2003-09-11","3等","708","420100"
"152","2003-09-11","4等","35019","7400"
"152","2003-09-11","5等","482503","1000"
"153","2003-09-18","1等","6","43090900"
"153","2003-09-18","2等","20","11634400"
"153","2003-09-18","3等","1008","277000"
"153","2003-09-18","4等","39483","6200"
"153","2003-09-18","5等","529379","1000"
"154","2003-09-25","1等","7","35014200"
"154","2003-09-25","2等","26","8484100"
"154","2003-09-25","3等","1216","217600"
"154","2003-09-25","4等","42850","5400"
"154","2003-09-25","5等","558613","1000"
"155","2003-10-02","1等","6","42285800"
"155","2003-10-02","2等","13","17564700"
"155","2003-10-02","3等","635","431500"
"155","2003-10-02","4等","35952","6700"
"155","2003-10-02","5等","551355","1000"
"156","2003-10-09","1等","0","0"
"156","2003-10-09","2等","6","43652500"
"156","2003-10-09","3等","443","709400"
"156","2003-10-09","4等","23213","11900"
"156","2003-10-09","5等","398885","1000"
"157","2003-10-16","1等","1","400000000"
"157","2003-10-16","2等","31","10448400"
"157","2003-10-16","3等","1158","335600"
"157","2003-10-16","4等","51448","6600"
"157","2003-10-16","5等","767062","1000"
"158","2003-10-23","1等","2","328563300"
"158","2003-10-23","2等","5","73117900"
"158","2003-10-23","3等","523","838800"
"158","2003-10-23","4等","30015","12800"
"158","2003-10-23","5等","520668","1000"
"159","2003-10-30","1等","0","0"
"159","2003-10-30","2等","22","13276200"
"159","2003-10-30","3等","496","706600"
"159","2003-10-30","4等","25406","12100"
"159","2003-10-30","5等","424826","1000"
"160","2003-11-06","1等","2","380265800"
"160","2003-11-06","2等","14","28028100"
"160","2003-11-06","3等","714","659400"
"160","2003-11-06","4等","34080","12100"
"160","2003-11-06","5等","566949","1000"
"161","2003-11-13","1等","3","113803800"
"161","2003-11-13","2等","14","21947600"
"161","2003-11-13","3等","415","888400"
"161","2003-11-13","4等","23098","14000"
"161","2003-11-13","5等","432872","1000"
"162","2003-11-20","1等","0","0"
"162","2003-11-20","2等","10","27161400"
"162","2003-11-20","3等","745","437500"
"162","2003-11-20","4等","35741","8000"
"162","2003-11-20","5等","544352","1000"
"163","2003-11-27","1等","5","142049400"
"163","2003-11-27","2等","29","12675900"
"163","2003-11-27","3等","1100","401000"
"163","2003-11-27","4等","52394","7400"
"163","2003-11-27","5等","721197","1000"
"164","2003-12-04","1等","5","66335100"
"164","2003-12-04","2等","15","19900300"
"164","2003-12-04","3等","562","637300"
"164","2003-12-04","4等","27004","11700"
"164","2003-12-04","5等","455390","1000"
"165","2003-12-11","1等","2","146957800"
"165","2003-12-11","2等","17","15560100"
"165","2003-12-11","3等","785","404300"
"165","2003-12-11","4等","36648","7600"
"165","2003-12-11","5等","565557","1000"
"166","2003-12-18","1等","1","200000000"
"166","2003-12-18","2等","6","50043500"
"166","2003-12-18","3等","523","688900"
"166","2003-12-18","4等","26144","12100"
"166","2003-12-18","5等","450922","1000"
"167","2003-12-25","1等","3","174050500"
"167","2003-12-25","2等","4","87417200"
"167","2003-12-25","3等","476","881500"
"167","2003-12-25","4等","29788","12400"
"167","2003-12-25","5等","521789","1000"
"168","2004-01-08","1等","1","200000000"
"168","2004-01-08","2等","5","67742800"
"168","2004-01-08","3等","409","993700"
"168","2004-01-08","4等","20594","17400"
"168","2004-01-08","5等","395284","1000"
"169","2004-01-15","1等","3","176290100"
"169","2004-01-15","2等","46","6897000"
"169","2004-01-15","3等","950","400700"
"169","2004-01-15","4等","41749","8000"
"169","2004-01-15","5等","615261","1000"
"170","2004-01-22","1等","4","75230300"
"170","2004-01-22","2等","21","12896500"
"170","2004-01-22","3等","701","463600"
"170","2004-01-22","4等","34052","8400"
"170","2004-01-22","5等","542175","1000"
"171","2004-01-29","1等","6","51417700"
"171","2004-01-29","2等","26","10678900"
"171","2004-01-29","3等","852","391000"
"171","2004-01-29","4等","36359","8000"
"171","2004-01-29","5等","549298","1000"
"172","2004-02-05","1等","9","33745300"
"172","2004-02-05","2等","40","6833300"
"172","2004-02-05","3等","1539","213100"
"172","2004-02-05","4等","42155","6800"
"172","2004-02-05","5等","544358","1000"
"173","2004-02-12","1等","7","43030700"
"173","2004-02-12","2等","46","5893200"
"173","2004-02-12","3等","871","373400"
"173","2004-02-12","4等","37546","7600"
"173","2004-02-12","5等","509170","1000"
"174","2004-02-19","1等","1","200000000"
"174","2004-02-19","2等","11","26622100"
"174","2004-02-19","3等","534","658000"
"174","2004-02-19","4等","25955","11900"
"174","2004-02-19","5等","429455","1000"
"175","2004-02-26","1等","2","244241500"
"175","2004-02-26","2等","12","27232100"
"175","2004-02-26","3等","679","577500"
"175","2004-02-26","4等","35191","9800"
"175","2004-02-26","5等","553648","1000"
"176","2004-03-04","1等","5","62011300"
"176","2004-03-04","2等","16","17440500"
"176","2004-03-04","3等","642","521500"
"176","2004-03-04","4等","30442","9700"
"176","2004-03-04","5等","472530","1000"
"177","2004-03-11","1等","4","74875100"
"177","2004-03-11","2等","22","12252100"
"177","2004-03-11","3等","695","465400"
"177","2004-03-11","4等","36586","7700"
"177","2004-03-11","5等","481416","1000"
"178","2004-03-18","1等","6","47741800"
"178","2004-03-18","2等","18","14322400"
"178","2004-03-18","3等","898","344500"
"178","2004-03-18","4等","38808","7000"
"178","2004-03-18","5等","535362","1000"
"179","2004-03-25","1等","3","95437500"
"179","2004-03-25","2等","28","9202800"
"179","2004-03-25","3等","719","430000"
"179","2004-03-25","4等","31445","8600"
"179","2004-03-25","5等","511511","1000"
"180","2004-04-01","1等","2","136457500"
"180","2004-04-01","2等","20","12281000"
"180","2004-04-01","3等","640","460500"
"180","2004-04-01","4等","36754","7000"
"180","2004-04-01","5等","565095","1000"
"181","2004-04-08","1等","4","78004400"
"181","2004-04-08","2等","28","10029000"
"181","2004-04-08","3等","617","546100"
"181","2004-04-08","4等","30463","9700"
"181","2004-04-08","5等","463323","1000"
"182","2004-04-15","1等","3","108364000"
"182","2004-04-15","2等","8","36572500"
"182","2004-04-15","3等","507","692400"
"182","2004-04-15","4等","26162","11800"
"182","2004-04-15","5等","414760","1000"
"183","2004-04-22","1等","0","0"
"183","2004-04-22","2等","10","29464400"
"183","2004-04-22","3等","364","971300"
"183","2004-04-22","4等","20314","15300"
"183","2004-04-22","5等","374524","1000"
"184","2004-04-29","1等","3","252447300"
"184","2004-04-29","2等","20","19347800"
"184","2004-04-29","3等","630","737000"
"184","2004-04-29","4等","33862","12000"
"184","2004-04-29","5等","591263","1000"
"185","2004-05-06","1等","2","149621200"
"185","2004-05-06","2等","12","22442900"
"185","2004-05-06","3等","631","512100"
"185","2004-05-06","4等","27670","10300"
"185","2004-05-06","5等","453606","1000"
"186","2004-05-13","1等","1","200000000"
"186","2004-05-13","2等","13","21075000"
"186","2004-05-13","3等","577","569700"
"186","2004-05-13","4等","28758","10000"
"186","2004-05-13","5等","459147","1000"
"187","2004-05-20","1等","4","111906100"
"187","2004-05-20","2等","20","15444000"
"187","2004-05-20","3等","723","512600"
"187","2004-05-20","4等","33610","9700"
"187","2004-05-20","5等","532526","1000"
"188","2004-05-27","1等","10","27662200"
"188","2004-05-27","2等","48","5186600"
"188","2004-05-27","3等","995","300200"
"188","2004-05-27","4等","41605","6300"
"188","2004-05-27","5等","563542","1000"
"189","2004-06-03","1等","1","200000000"
"189","2004-06-03","2等","3","97388900"
"189","2004-06-03","3等","357","982000"
"189","2004-06-03","4等","16537","18700"
"189","2004-06-03","5等","327872","1000"
"190","2004-06-10","1等","1","400000000"
"190","2004-06-10","2等","16","18773700"
"190","2004-06-10","3等","807","446600"
"190","2004-06-10","4等","39494","8000"
"190","2004-06-10","5等","530766","1000"
"191","2004-06-17","1等","0","0"
"191","2004-06-17","2等","8","38670700"
"191","2004-06-17","3等","769","482700"
"191","2004-06-17","4等","34899","9300"
"191","2004-06-17","5等","438731","1000"
"192","2004-06-24","1等","12","70108900"
"192","2004-06-24","2等","21","18821500"
"192","2004-06-24","3等","1410","336300"
"192","2004-06-24","4等","56873","7300"
"192","2004-06-24","5等","796031","1000"
"193","2004-07-01","1等","0","0"
"193","2004-07-01","2等","14","21439700"
"193","2004-07-01","3等","463","777900"
"193","2004-07-01","4等","24891","12700"
"193","2004-07-01","5等","425852","1000"
"194","2004-07-08","1等","3","249322600"
"194","2004-07-08","2等","13","28692900"
"194","2004-07-08","3等","899","497800"
"194","2004-07-08","4等","41940","9400"
"194","2004-07-08","5等","657743","1000"
"195","2004-07-15","1等","2","149103500"
"195","2004-07-15","2等","14","19170200"
"195","2004-07-15","3等","648","497000"
"195","2004-07-15","4等","34184","8300"
"195","2004-07-15","5等","522154","1000"
"196","2004-07-22","1等","5","57127200"
"196","2004-07-22","2等","16","16066900"
"196","2004-07-22","3等","715","431400"
"196","2004-07-22","4等","32665","8300"
"196","2004-07-22","5等","502277","1000"
"197","2004-07-29","1等","7","37492700"
"197","2004-07-29","2等","20","11810100"
"197","2004-07-29","3等","887","319500"
"197","2004-07-29","4等","40578","6100"
"197","2004-07-29","5等","564216","1000"
"198","2004-08-05","1等","1","200000000"
"198","2004-08-05","2等","18","14623400"
"198","2004-08-05","3等","416","759200"
"198","2004-08-05","4等","23134","12000"
"198","2004-08-05","5等","403440","1000"
"199","2004-08-12","1等","16","25199600"
"199","2004-08-12","2等","23","12158600"
"199","2004-08-12","3等","928","361600"
"199","2004-08-12","4等","36913","8000"
"199","2004-08-12","5等","469822","1000"
"200","2004-08-19","1等","6","42904300"
"200","2004-08-19","2等","28","8274300"
"200","2004-08-19","3等","1172","237200"
"200","2004-08-19","4等","43075","5600"
"200","2004-08-19","5等","569759","1000"
"201","2004-08-26","1等","1","200000000"
"201","2004-08-26","2等","17","15559900"
"201","2004-08-26","3等","538","590000"
"201","2004-08-26","4等","28480","9800"
"201","2004-08-26","5等","476590","1000"
"202","2004-09-02","1等","2","212108900"
"202","2004-09-02","2等","23","12924800"
"202","2004-09-02","3等","681","523800"
"202","2004-09-02","4等","32600","9600"
"202","2004-09-02","5等","507362","1000"
"203","2004-09-09","1等","3","97543500"
"203","2004-09-09","2等","17","15492000"
"203","2004-09-09","3等","524","603100"
"203","2004-09-09","4等","28999","9600"
"203","2004-09-09","5等","463118","1000"
"204","2004-09-16","1等","2","150342700"
"204","2004-09-16","2等","11","24601300"
"204","2004-09-16","3等","666","487500"
"204","2004-09-16","4等","26249","10900"
"204","2004-09-16","5等","434708","1000"
"205","2004-09-23","1等","3","87669500"
"205","2004-09-23","2等","26","9104000"
"205","2004-09-23","3等","545","521100"
"205","2004-09-23","4等","29674","8400"
"205","2004-09-23","5等","462072","1000"
"206","2004-09-30","1等","2","148159800"
"206","2004-09-30","2等","13","20514200"
"206","2004-09-30","3等","440","727300"
"206","2004-09-30","4等","25201","11200"
"206","2004-09-30","5等","393101","1000"
"207","2004-10-07","1等","0","0"
"207","2004-10-07","2等","12","21245900"
"207","2004-10-07","3等","675","453200"
"207","2004-10-07","4等","28023","9600"
"207","2004-10-07","5等","443162","1000"
"208","2004-10-14","1等","2","332831600"
"208","2004-10-14","2等","30","11471300"
"208","2004-10-14","3等","1154","357800"
"208","2004-10-14","4等","41540","8700"
"208","2004-10-14","5等","600793","1000"
"209","2004-10-21","1等","0","0"
"209","2004-10-21","2等","10","28272500"
"209","2004-10-21","3等","346","980500"
"209","2004-10-21","4等","22480","13300"
"209","2004-10-21","5等","405469","1000"
"210","2004-10-28","1等","2","390786900"
"210","2004-10-28","2等","34","12373000"
"210","2004-10-28","3等","651","775400"
"210","2004-10-28","4等","31624","14000"
"210","2004-10-28","5等","550161","1000"
"211","2004-11-04","1等","1","200000000"
"211","2004-11-04","2等","11","25025000"
"211","2004-11-04","3等","679","486400"
"211","2004-11-04","4等","31702","9100"
"211","2004-11-04","5等","505649","1000"
"212","2004-11-11","1等","2","241846900"
"212","2004-11-11","2等","11","30913000"
"212","2004-11-11","3等","731","558200"
"212","2004-11-11","4等","34780","10300"
"212","2004-11-11","5等","576766","1000"
"213","2004-11-18","1等","1","200000000"
"213","2004-11-18","2等","16","17917300"
"213","2004-11-18","3等","805","427300"
"213","2004-11-18","4等","32064","9400"
"213","2004-11-18","5等","483257","1000"
"214","2004-11-25","1等","3","155943200"
"214","2004-11-25","2等","20","15718100"
"214","2004-11-25","3等","1035","364400"
"214","2004-11-25","4等","43702","7600"
"214","2004-11-25","5等","620966","1000"
"215","2004-12-02","1等","4","80653700"
"215","2004-12-02","2等","14","20739300"
"215","2004-12-02","3等","818","425900"
"215","2004-12-02","4等","33467","9100"
"215","2004-12-02","5等","482450","1000"
"216","2004-12-09","1等","3","108838100"
"216","2004-12-09","2等","14","20990000"
"216","2004-12-09","3等","481","733100"
"216","2004-12-09","4等","26088","11900"
"216","2004-12-09","5等","433817","1000"
"217","2004-12-16","1等","4","74449600"
"217","2004-12-16","2等","13","20616600"
"217","2004-12-16","3等","744","432200"
"217","2004-12-16","4等","38211","7400"
"217","2004-12-16","5等","571142","1000"
"218","2004-12-23","1等","5","55485900"
"218","2004-12-23","2等","56","4458600"
"218","2004-12-23","3等","1061","282300"
"218","2004-12-23","4等","43053","6100"
"218","2004-12-23","5等","544653","1000"
"219","2004-12-30","1等","1","200000000"
"219","2004-12-30","2等","9","32240900"
"219","2004-12-30","3等","322","1081300"
"219","2004-12-30","4等","19134","16000"
"219","2004-12-30","5等","388187","1000"
"220","2005-01-06","1等","0","0"
"220","2005-01-06","2等","29","9483800"
"220","2005-01-06","3等","594","555600"
"220","2005-01-06","4等","28534","10200"
"220","2005-01-06","5等","481907","1000"
