game,drawNumber,drawDate,mainNumbers,bonusNumbers,salesAmount,carryoverAmount,prizeTiers
"loto7","12","2013-06-21","11 12 14 19 26 27 33","24 32","","0","[{""tier"":1,""winners"":1,""prizeYen"":296535200},{""tier"":2,""winners"":9,""prizeYen"":11274500},{""tier"":3,""winners"":198,""prizeYen"":717400},{""tier"":4,""winners"":7888,""prizeYen"":10500},{""tier"":5,""winners"":111522,""prizeYen"":1800},{""tier"":6,""winners"":167040,""prizeYen"":1100}]"
"loto7","13","2013-06-28","6 10 16 21 27 28 35","15 34","","297797015","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":8,""prizeYen"":12556800},{""tier"":3,""winners"":116,""prizeYen"":1212300},{""tier"":4,""winners"":6420,""prizeYen"":12800},{""tier"":5,""winners"":102857,""prizeYen"":1900},{""tier"":6,""winners"":180788,""prizeYen"":1000}]"
"loto7","14","2013-07-05","4 7 8 9 24 28 30","34 36","","0","[{""tier"":1,""winners"":2,""prizeYen"":316971200},{""tier"":2,""winners"":16,""prizeYen"":7259000},{""tier"":3,""winners"":206,""prizeYen"":789300},{""tier"":4,""winners"":9151,""prizeYen"":10400},{""tier"":5,""winners"":138034,""prizeYen"":1700},{""tier"":6,""winners"":208315,""prizeYen"":1000}]"
"loto7","15","2013-07-12","2 10 14 17 23 25 35","8 29","","0","[{""tier"":1,""winners"":2,""prizeYen"":139246400},{""tier"":2,""winners"":10,""prizeYen"":9268900},{""tier"":3,""winners"":112,""prizeYen"":1158600},{""tier"":4,""winners"":5732,""prizeYen"":13200},{""tier"":5,""winners"":92282,""prizeYen"":2000},{""tier"":6,""winners"":176674,""prizeYen"":900}]"
"loto7","16","2013-07-19","5 6 9 13 16 21 23","8 34","","0","[{""tier"":1,""winners"":1,""prizeYen"":259314500},{""tier"":2,""winners"":4,""prizeYen"":21862000},{""tier"":3,""winners"":105,""prizeYen"":1165900},{""tier"":4,""winners"":4943,""prizeYen"":14500},{""tier"":5,""winners"":83727,""prizeYen"":2100},{""tier"":6,""winners"":151462,""prizeYen"":1000}]"
"loto7","17","2013-07-26","2 3 5 22 34 36 37","7 15","","257444175","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":4,""prizeYen"":20977700},{""tier"":3,""winners"":90,""prizeYen"":1305200},{""tier"":4,""winners"":4666,""prizeYen"":14700},{""tier"":5,""winners"":77221,""prizeYen"":2200},{""tier"":6,""winners"":169662,""prizeYen"":800}]"
"loto7","18","2013-08-02","12 17 21 24 29 31 36","20 26","","0","[{""tier"":1,""winners"":4,""prizeYen"":138991400},{""tier"":2,""winners"":6,""prizeYen"":16682100},{""tier"":3,""winners"":217,""prizeYen"":645700},{""tier"":4,""winners"":6847,""prizeYen"":1200},{""tier"":5,""winners"":97855,""prizeYen"":2000},{""tier"":6,""winners"":147556,""prizeYen"":1200}]"
"loto7","19","2013-08-09","2 14 19 20 21 22 31","1 15","","234808895","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":4,""prizeYen"":19848700},{""tier"":3,""winners"":76,""prizeYen"":1462500},{""tier"":4,""winners"":3806,""prizeYen"":17100},{""tier"":5,""winners"":64380,""prizeYen"":2500},{""tier"":6,""winners"":114009,""prizeYen"":1200}]"
"loto7","20","2013-08-16","2 5 13 20 21 23 28","11 22","","536318350","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":7,""prizeYen"":14478600},{""tier"":3,""winners"":127,""prizeYen"":1117200},{""tier"":4,""winners"":8054,""prizeYen"":10300},{""tier"":5,""winners"":106761,""prizeYen"":1900},{""tier"":6,""winners"":175616,""prizeYen"":1000}]"
"loto7","21","2013-08-23","1 9 13 15 25 30 33","19 28","","95906390","[{""tier"":1,""winners"":1,""prizeYen"":800000000},{""tier"":2,""winners"":10,""prizeYen"":12244200},{""tier"":3,""winners"":132,""prizeYen"":1298600},{""tier"":4,""winners"":6801,""prizeYen"":14700},{""tier"":5,""winners"":112769,""prizeYen"":2200},{""tier"":6,""winners"":194579,""prizeYen"":1100}]"
"loto7","22","2013-08-30","2 4 8 9 15 23 25","3 10","","392492300","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":14,""prizeYen"":7236900},{""tier"":3,""winners"":164,""prizeYen"":864800},{""tier"":4,""winners"":7789,""prizeYen"":10600},{""tier"":5,""winners"":117980,""prizeYen"":1700},{""tier"":6,""winners"":203297,""prizeYen"":900}]"
"loto7","23","2013-09-06","4 8 11 25 28 29 30","14 32","","0","[{""tier"":1,""winners"":1,""prizeYen"":746478700},{""tier"":2,""winners"":12,""prizeYen"":9581100},{""tier"":3,""winners"":166,""prizeYen"":969600},{""tier"":4,""winners"":8013,""prizeYen"":11700},{""tier"":5,""winners"":124341,""prizeYen"":1800},{""tier"":6,""winners"":193931,""prizeYen"":1000}]"
"loto7","24","2013-09-13","4 5 8 10 16 19 33","2 29","","257380635","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":6,""prizeYen"":14535600},{""tier"":3,""winners"":120,""prizeYen"":1017400},{""tier"":4,""winners"":5270,""prizeYen"":13500},{""tier"":5,""winners"":86619,""prizeYen"":2000},{""tier"":6,""winners"":154752,""prizeYen"":1000}]"
"loto7","25","2013-09-20","1 6 11 16 17 18 21","10 24","","0","[{""tier"":1,""winners"":2,""prizeYen"":288220500},{""tier"":2,""winners"":4,""prizeYen"":25836500},{""tier"":3,""winners"":102,""prizeYen"":1418400},{""tier"":4,""winners"":5581,""prizeYen"":15200},{""tier"":5,""winners"":91372,""prizeYen"":2200},{""tier"":6,""winners"":173039,""prizeYen"":1000}]"
"loto7","26","2013-09-27","11 13 16 18 26 31 36","21 27","","242988750","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":3,""prizeYen"":27534000},{""tier"":3,""winners"":68,""prizeYen"":1700600},{""tier"":4,""winners"":4092,""prizeYen"":16500},{""tier"":5,""winners"":69621,""prizeYen"":2400},{""tier"":6,""winners"":131086,""prizeYen"":1100}]"
"loto7","27","2013-10-04","1 10 11 14 17 18 28","25 26","","534246145","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":7,""prizeYen"":14134500},{""tier"":3,""winners"":130,""prizeYen"":1065500},{""tier"":4,""winners"":5972,""prizeYen"":13600},{""tier"":5,""winners"":97788,""prizeYen"":2000},{""tier"":6,""winners"":176737,""prizeYen"":1000}]"
"loto7","28","2013-10-11","6 7 12 15 19 35 37","1 11","","62941930","[{""tier"":1,""winners"":1,""prizeYen"":800000000},{""tier"":2,""winners"":8,""prizeYen"":14005000},{""tier"":3,""winners"":173,""prizeYen"":906600},{""tier"":4,""winners"":8428,""prizeYen"":10900},{""tier"":5,""winners"":117449,""prizeYen"":1900},{""tier"":6,""winners"":181526,""prizeYen"":1100}]"
"loto7","29","2013-10-18","2 3 16 17 24 26 28","15 31","","369168905","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":8,""prizeYen"":12465300},{""tier"":3,""winners"":118,""prizeYen"":1183100},{""tier"":4,""winners"":6600,""prizeYen"":12400},{""tier"":5,""winners"":109583,""prizeYen"":1800},{""tier"":6,""winners"":183727,""prizeYen"":900}]"
"loto7","30","2013-10-25","6 8 13 22 26 32 36","16 34","","719099050","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":10,""prizeYen"":11720500},{""tier"":3,""winners"":115,""prizeYen"":1426800},{""tier"":4,""winners"":6578,""prizeYen"":14600},{""tier"":5,""winners"":109416,""prizeYen"":2100},{""tier"":6,""winners"":187753,""prizeYen"":1100}]"
"loto7","31","2013-11-01","9 12 13 19 23 33 34","20 32","","330605330","[{""tier"":1,""winners"":1,""prizeYen"":800000000},{""tier"":2,""winners"":10,""prizeYen"":13498600},{""tier"":3,""winners"":161,""prizeYen"":1173700},{""tier"":4,""winners"":8364,""prizeYen"":13200},{""tier"":5,""winners"":133958,""prizeYen"":2000},{""tier"":6,""winners"":205732,""prizeYen"":1100}]"
"loto7","32","2013-11-08","3 8 15 18 27 29 37","31 34","","0","[{""tier"":1,""winners"":3,""prizeYen"":225745200},{""tier"":2,""winners"":9,""prizeYen"":12679800},{""tier"":3,""winners"":176,""prizeYen"":907700},{""tier"":4,""winners"":8081,""prizeYen"":11500},{""tier"":5,""winners"":125046,""prizeYen"":1800},{""tier"":6,""winners"":194399,""prizeYen"":1000}]"
"loto7","33","2013-11-15","1 4 17 24 29 33 36","19 30","","266123875","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":6,""prizeYen"":14839800},{""tier"":3,""winners"":127,""prizeYen"":981500},{""tier"":4,""winners"":5830,""prizeYen"":12500},{""tier"":5,""winners"":87193,""prizeYen"":2000},{""tier"":6,""winners"":142603,""prizeYen"":1100}]"
"loto7","34","2013-11-22","4 6 7 23 24 32 35","8 27","","588283060","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":9,""prizeYen"":11700500},{""tier"":3,""winners"":147,""prizeYen"":1002800},{""tier"":4,""winners"":6976,""prizeYen"":12300},{""tier"":5,""winners"":108906,""prizeYen"":1900},{""tier"":6,""winners"":197576,""prizeYen"":900}]"
"loto7","35","2013-11-29","1 16 18 19 25 30 34","26 36","","921548030","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":2,""prizeYen"":57126000},{""tier"":3,""winners"":88,""prizeYen"":1817600},{""tier"":4,""winners"":6079,""prizeYen"":15400},{""tier"":5,""winners"":103961,""prizeYen"":2200},{""tier"":6,""winners"":170370,""prizeYen"":1200}]"
"loto7","36","2013-12-06","5 6 10 11 20 28 36","25 37","","494443545","[{""tier"":1,""winners"":1,""prizeYen"":800000000},{""tier"":2,""winners"":10,""prizeYen"":12705800},{""tier"":3,""winners"":200,""prizeYen"":889300},{""tier"":4,""winners"":9252,""prizeYen"":11200},{""tier"":5,""winners"":142419,""prizeYen"":1800},{""tier"":6,""winners"":223589,""prizeYen"":1000}]"
"loto7","37","2013-12-13","7 8 10 13 14 19 37","29 33","","33565555","[{""tier"":1,""winners"":1,""prizeYen"":800000000},{""tier"":2,""winners"":8,""prizeYen"":13943800},{""tier"":3,""winners"":125,""prizeYen"":1249300},{""tier"":4,""winners"":6741,""prizeYen"":13500},{""tier"":5,""winners"":113597,""prizeYen"":1900},{""tier"":6,""winners"":193752,""prizeYen"":1000}]"
"loto7","38","2013-12-20","4 14 19 22 24 29 34","8 31","","0","[{""tier"":1,""winners"":1,""prizeYen"":323677300},{""tier"":2,""winners"":19,""prizeYen"":5241700},{""tier"":3,""winners"":670,""prizeYen"":208100},{""tier"":4,""winners"":6320,""prizeYen"":12900},{""tier"":5,""winners"":89901,""prizeYen"":2200},{""tier"":6,""winners"":163891,""prizeYen"":1100}]"
"loto7","39","2013-12-27","7 13 19 23 25 26 30","1 18","","0","[{""tier"":1,""winners"":1,""prizeYen"":279333700},{""tier"":2,""winners"":9,""prizeYen"":10369500},{""tier"":3,""winners"":104,""prizeYen"":1256200},{""tier"":4,""winners"":5865,""prizeYen"":13000},{""tier"":5,""winners"":94790,""prizeYen"":1900},{""tier"":6,""winners"":166850,""prizeYen"":1000}]"
"loto7","40","2014-01-10","2 6 11 23 26 31 34","7 20","","0","[{""tier"":1,""winners"":1,""prizeYen"":281251400},{""tier"":2,""winners"":8,""prizeYen"":11663700},{""tier"":3,""winners"":136,""prizeYen"":960500},{""tier"":4,""winners"":6276,""prizeYen"":12200},{""tier"":5,""winners"":97091,""prizeYen"":1900},{""tier"":6,""winners"":160108,""prizeYen"":1000}]"
"loto7","41","2014-01-17","2 3 8 15 34 35 36","25 28","","242481625","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":18,""prizeYen"":4576600},{""tier"":3,""winners"":114,""prizeYen"":1011600},{""tier"":4,""winners"":5690,""prizeYen"":11800},{""tier"":5,""winners"":85743,""prizeYen"":1900},{""tier"":6,""winners"":163995,""prizeYen"":900}]"
"loto7","42","2014-01-24","2 15 16 17 23 31 33","8 26","","0","[{""tier"":1,""winners"":1,""prizeYen"":564832800},{""tier"":2,""winners"":9,""prizeYen"":11822000},{""tier"":3,""winners"":152,""prizeYen"":979900},{""tier"":4,""winners"":6789,""prizeYen"":12800},{""tier"":5,""winners"":106318,""prizeYen"":2000},{""tier"":6,""winners"":198943,""prizeYen"":900}]"
"loto7","43","2014-01-31","4 6 7 8 24 31 37","5 13","","253658750","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":7,""prizeYen"":12336300},{""tier"":3,""winners"":131,""prizeYen"":922800},{""tier"":4,""winners"":6190,""prizeYen"":11400},{""tier"":5,""winners"":99278,""prizeYen"":1700},{""tier"":6,""winners"":174501,""prizeYen"":900}]"
"loto7","44","2014-02-07","3 4 6 15 27 28 29","1 14","","569611595","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":26,""prizeYen"":4030700},{""tier"":3,""winners"":285,""prizeYen"":514700},{""tier"":4,""winners"":10327,""prizeYen"":8300},{""tier"":5,""winners"":128463,""prizeYen"":1600},{""tier"":6,""winners"":201888,""prizeYen"":900}]"
"loto7","45","2014-02-14","1 2 9 18 21 27 33","25 31","","899790300","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":9,""prizeYen"":12406400},{""tier"":3,""winners"":163,""prizeYen"":959000},{""tier"":4,""winners"":7190,""prizeYen"":12700},{""tier"":5,""winners"":109093,""prizeYen"":2000},{""tier"":6,""winners"":182578,""prizeYen"":1100}]"
"loto7","46","2014-02-21","2 5 6 15 23 27 30","4 35","","491347345","[{""tier"":1,""winners"":1,""prizeYen"":800000000},{""tier"":2,""winners"":21,""prizeYen"":6075000},{""tier"":3,""winners"":279,""prizeYen"":640100},{""tier"":4,""winners"":11944,""prizeYen"":8700},{""tier"":5,""winners"":166273,""prizeYen"":1500},{""tier"":6,""winners"":269340,""prizeYen"":800}]"
"loto7","47","2014-02-28","2 9 11 14 20 21 36","6 15","","0","[{""tier"":1,""winners"":2,""prizeYen"":411638000},{""tier"":2,""winners"":10,""prizeYen"":11192600},{""tier"":3,""winners"":127,""prizeYen"":1233800},{""tier"":4,""winners"":6304,""prizeYen"":14500},{""tier"":5,""winners"":100950,""prizeYen"":2200},{""tier"":6,""winners"":179186,""prizeYen"":1100}]"
"loto7","48","2014-03-07","3 5 24 26 29 30 34","8 35","","0","[{""tier"":1,""winners"":1,""prizeYen"":240970300},{""tier"":2,""winners"":6,""prizeYen"":13821600},{""tier"":3,""winners"":96,""prizeYen"":1209300},{""tier"":4,""winners"":4568,""prizeYen"":14900},{""tier"":5,""winners"":78659,""prizeYen"":2100},{""tier"":6,""winners"":150052,""prizeYen"":1000}]"
"loto7","49","2014-03-14","8 11 12 17 24 26 27","14 21","","0","[{""tier"":1,""winners"":1,""prizeYen"":237579900},{""tier"":2,""winners"":9,""prizeYen"":8854400},{""tier"":3,""winners"":142,""prizeYen"":785600},{""tier"":4,""winners"":5956,""prizeYen"":10900},{""tier"":5,""winners"":91203,""prizeYen"":1700},{""tier"":6,""winners"":129398,""prizeYen"":1100}]"
"loto7","50","2014-03-21","3 4 7 8 15 24 29","11 16","","0","[{""tier"":1,""winners"":2,""prizeYen"":112997700},{""tier"":2,""winners"":13,""prizeYen"":5740400},{""tier"":3,""winners"":193,""prizeYen"":541300},{""tier"":4,""winners"":8096,""prizeYen"":7500},{""tier"":5,""winners"":108710,""prizeYen"":1300},{""tier"":6,""winners"":167151,""prizeYen"":800}]"
"loto7","51","2014-03-28","1 4 5 8 20 23 35","15 33","","228789300","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":7,""prizeYen"":11055400},{""tier"":3,""winners"":85,""prizeYen"":1274600},{""tier"":4,""winners"":5048,""prizeYen"":12500},{""tier"":5,""winners"":79109,""prizeYen"":1900},{""tier"":6,""winners"":140349,""prizeYen"":1000}]"
"loto7","52","2014-04-04","8 10 22 24 26 32 34","5 9","","517585780","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":7,""prizeYen"":13429000},{""tier"":3,""winners"":78,""prizeYen"":1687200},{""tier"":4,""winners"":4588,""prizeYen"":16800},{""tier"":5,""winners"":80076,""prizeYen"":2300},{""tier"":6,""winners"":157564,""prizeYen"":1000}]"
"loto7","53","2014-04-11","1 4 14 16 20 33 36","12 30","","0","[{""tier"":1,""winners"":2,""prizeYen"":424722700},{""tier"":2,""winners"":11,""prizeYen"":10154700},{""tier"":3,""winners"":105,""prizeYen"":1489300},{""tier"":4,""winners"":5567,""prizeYen"":16400},{""tier"":5,""winners"":94976,""prizeYen"":2300},{""tier"":6,""winners"":166040,""prizeYen"":1200}]"
"loto7","54","2014-04-18","1 3 5 10 18 22 23","7 35","","239162760","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":12,""prizeYen"":6757100},{""tier"":3,""winners"":156,""prizeYen"":727600},{""tier"":4,""winners"":6012,""prizeYen"":11000},{""tier"":5,""winners"":89428,""prizeYen"":1800},{""tier"":6,""winners"":160144,""prizeYen"":900}]"
"loto7","55","2014-04-25","4 12 14 17 23 30 36","13 33","","0","[{""tier"":1,""winners"":1,""prizeYen"":536627600},{""tier"":2,""winners"":5,""prizeYen"":20250200},{""tier"":3,""winners"":132,""prizeYen"":173800},{""tier"":4,""winners"":6629,""prizeYen"":12500},{""tier"":5,""winners"":102151,""prizeYen"":2000},{""tier"":6,""winners"":161412,""prizeYen"":1100}]"
"loto7","56","2014-05-02","4 23 26 27 28 32 36","29 30","","239510660","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":5,""prizeYen"":16071900},{""tier"":3,""winners"":69,""prizeYen"":1630400},{""tier"":4,""winners"":4476,""prizeYen"":14700},{""tier"":5,""winners"":77069,""prizeYen"":2100},{""tier"":6,""winners"":125240,""prizeYen"":1100}]"
"loto7","57","2014-05-09","5 6 12 16 17 20 33","8 32","","535837750","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":14,""prizeYen"":6948300},{""tier"":3,""winners"":130,""prizeYen"":1047500},{""tier"":4,""winners"":5981,""prizeYen"":13300},{""tier"":5,""winners"":99333,""prizeYen"":1900},{""tier"":6,""winners"":167658,""prizeYen"":1000}]"
"loto7","58","2014-05-16","1 6 7 8 23 32 33","11 34","","69864060","[{""tier"":1,""winners"":1,""prizeYen"":800000000},{""tier"":2,""winners"":5,""prizeYen"":22002600},{""tier"":3,""winners"":176,""prizeYen"":875000},{""tier"":4,""winners"":7390,""prizeYen"":12200},{""tier"":5,""winners"":115904,""prizeYen"":1900},{""tier"":6,""winners"":204160,""prizeYen"":900}]"
"loto7","59","2014-05-23","5 8 12 13 21 30 35","27 34","","333161630","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":10,""prizeYen"":8769400},{""tier"":3,""winners"":134,""prizeYen"":916100},{""tier"":4,""winners"":6036,""prizeYen"":11900},{""tier"":5,""winners"":90778,""prizeYen"":1900},{""tier"":6,""winners"":152530,""prizeYen"":1000}]"
"loto7","60","2014-05-30","3 7 9 15 16 23 34","5 33","","0","[{""tier"":1,""winners"":1,""prizeYen"":636917600},{""tier"":2,""winners"":10,""prizeYen"":9951000},{""tier"":3,""winners"":203,""prizeYen"":686200},{""tier"":4,""winners"":9309,""prizeYen"":8700},{""tier"":5,""winners"":131989,""prizeYen"":1500},{""tier"":6,""winners"":207951,""prizeYen"":800}]"
"loto7","61","2014-06-06","5 10 11 21 28 31 37","13 14","","0","[{""tier"":1,""winners"":1,""prizeYen"":231978000},{""tier"":2,""winners"":5,""prizeYen"":15005200},{""tier"":3,""winners"":110,""prizeYen"":954800},{""tier"":4,""winners"":4819,""prizeYen"":12700},{""tier"":5,""winners"":73709,""prizeYen"":2000},{""tier"":6,""winners"":124174,""prizeYen"":1000}]"
"loto7","62","2014-06-13","4 10 12 15 27 32 33","9 16","","234614670","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":6,""prizeYen"":12590700},{""tier"":3,""winners"":115,""prizeYen"":919600},{""tier"":4,""winners"":5329,""prizeYen"":11600},{""tier"":5,""winners"":82357,""prizeYen"":1800},{""tier"":6,""winners"":137777,""prizeYen"":900}]"
"loto7","63","2014-06-20","4 8 19 24 28 30 32","12 37","","0","[{""tier"":1,""winners"":1,""prizeYen"":524339700},{""tier"":2,""winners"":15,""prizeYen"":6457200},{""tier"":3,""winners"":180,""prizeYen"":753300},{""tier"":4,""winners"":7737,""prizeYen"":10200},{""tier"":5,""winners"":107083,""prizeYen"":1800},{""tier"":6,""winners"":167728,""prizeYen"":1000}]"
"loto7","64","2014-06-27","4 15 16 17 20 29 36","19 26","","235685240","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":2,""prizeYen"":38773400},{""tier"":3,""winners"":71,""prizeYen"":1529000},{""tier"":4,""winners"":4186,""prizeYen"":15200},{""tier"":5,""winners"":72498,""prizeYen"":2100},{""tier"":6,""winners"":110154,""prizeYen"":1200}]"
"loto7","65","2014-07-04","4 7 12 22 23 24 28","25 34","","510891905","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":13,""prizeYen"":7294900},{""tier"":3,""winners"":184,""prizeYen"":721500},{""tier"":4,""winners"":8698,""prizeYen"":8900},{""tier"":5,""winners"":127318,""prizeYen"":1500},{""tier"":6,""winners"":189206,""prizeYen"":900}]"
"loto7","66","2014-07-11","1 11 25 28 31 33 37","3 20","","829816620","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":3,""prizeYen"":35602400},{""tier"":3,""winners"":104,""prizeYen"":1437700},{""tier"":4,""winners"":5619,""prizeYen"":15600},{""tier"":5,""winners"":99107,""prizeYen"":2100},{""tier"":6,""winners"":172089,""prizeYen"":1100}]"
"loto7","67","2014-07-18","7 11 15 17 18 25 35","6 33","","1181533320","[{""tier"":1,""winners"":0,""prizeYen"":0},{""tier"":2,""winners"":13,""prizeYen"":9336100},{""tier"":3,""winners"":166,""prizeYen"":1023500},{""tier"":4,""winners"":7610,""prizeYen"":13000},{""tier"":5,""winners"":121393,""prizeYen"":2000},{""tier"":6,""winners"":220199,""prizeYen"":1000}]"
"loto7","68","2014-07-25","2 7 13 15 24 34 35","12 23","","808528740","[{""tier"":1,""winners"":1,""prizeYen"":800000000},{""tier"":2,""winners"":25,""prizeYen"":5519400},{""tier"":3,""winners"":210,""prizeYen"":919800},{""tier"":4,""winners"":10354,""prizeYen"":10900},{""tier"":5,""winners"":152027,""prizeYen"":1800},{""tier"":6,""winners"":281508,""prizeYen"":800}]"
"loto7","69","2014-08-01","13 17 20 22 28 29 37","11 12","","363873750","[{""tier"":1,""winners"":1,""prizeYen"":800000000},{""tier"":2,""winners"":9,""prizeYen"":13107500},{""tier"":3,""winners"":118,""prizeYen"":1399600},{""tier"":4,""winners"":5961,""prizeYen"":16200},{""tier"":5,""winners"":99657,""prizeYen"":2400},{""tier"":6,""winners"":179019,""prizeYen"":1100}]"
